ID or #		Start	End	Type	Contig
==================================================
NC_001318.1:1..910724		1	910724	partial	CP124088.1:1-910229
gene-BB_RS00005		105	677	partial	CP124088.1:1-276
gene-BB_RS00010		768	1796	complete	CP124088.1:367-1395
gene-BB_RS00015		1784	3249	complete	CP124088.1:1383-2848
gene-BB_RS00020		3395	5188	complete	CP124088.1:2994-4787
gene-BB_RS00025		5251	6306	complete	CP124088.1:4850-5905
gene-BB_RS00030		6309	7397	complete	CP124088.1:5908-6996
gene-BB_RS00035		7458	8315	complete	CP124088.1:7057-7914
gene-BB_RS00040		8427	9197	complete	CP124088.1:8026-8796
gene-BB_RS00045		9202	10206	complete	CP124088.1:8801-9805
gene-BB_RS00050		10203	10577	complete	CP124088.1:9802-10176
gene-BB_RS00055		10581	11420	complete	CP124088.1:10180-11019
gene-BB_RS00060		11421	12161	complete	CP124088.1:11020-11760
gene-BB_RS00065		12154	12753	complete	CP124088.1:11753-12352
gene-BB_RS00070		12746	14728	complete	CP124088.1:12345-14327
gene-BB_RS00075		14725	15345	complete	CP124088.1:14324-14944
gene-BB_RS00080		15345	15716	complete	CP124088.1:14944-15315
gene-BB_RS00085		15845	16804	complete	CP124088.1:15444-16403
gene-BB_RS00090		16807	17787	complete	CP124088.1:16406-17386
gene-BB_RS00095		17792	18304	complete	CP124088.1:17391-17903
gene-BB_RS00100		18312	19979	complete	CP124088.1:17911-19578
gene-BB_RS00105		20051	21083	complete	CP124088.1:19650-20682
gene-BB_RS00110		21058	22101	complete	CP124088.1:20657-21700
gene-BB_RS00115		22146	22739	complete	CP124088.1:21745-22338
gene-BB_RS00120		22819	23958	complete	CP124088.1:22418-23557
gene-BB_RS00125		23965	24696	complete	CP124088.1:23564-24295
gene-BB_RS00130		24697	25602	complete	CP124088.1:24296-25201
gene-BB_RS00135		25753	26391	complete	CP124088.1:25352-25990
gene-BB_RS00140		26399	27448	complete	CP124088.1:25998-27047
gene-BB_RS00145		27434	27865	complete	CP124088.1:27033-27464
gene-BB_RS00150		27855	28490	complete	CP124088.1:27454-28089
gene-BB_RS00155		28492	29472	complete	CP124088.1:28091-29071
gene-BB_RS00160		29543	31015	complete	CP124088.1:29142-30614
gene-BB_RS00165		31027	31479	complete	CP124088.1:30626-31078
gene-BB_RS00170		31550	32089	complete	CP124088.1:31149-31688
gene-BB_RS00175		32157	34037	complete	CP124088.1:31756-33636
gene-BB_RS00180		34037	35836	complete	CP124088.1:33636-35435
gene-BB_RS00185		35857	36609	complete	CP124088.1:35456-36208
gene-BB_RS00190		36606	38123	complete	CP124088.1:36205-37722
gene-BB_RS00195		38136	39638	complete	CP124088.1:37735-39237
gene-BB_RS00200		39826	40677	complete	CP124088.1:39425-40276
gene-BB_RS00205		40761	41432	complete	CP124088.1:40360-41031
gene-BB_RS00210		41443	42483	complete	CP124088.1:41042-42082
gene-BB_RS00215		42480	42881	complete	CP124088.1:42079-42480
gene-BB_RS00220		42907	45354	complete	CP124088.1:42506-44953
gene-BB_RS00225		45446	45991	complete	CP124088.1:45045-45590
gene-BB_RS00230		46011	46379	complete	CP124088.1:45610-45978
gene-BB_RS00235		46530	46601	complete	CP124088.1:46129-46200
rna-BB_RS00235		46530	46601	complete	CP124088.1:46129-46200
exon-BB_RS00235-1		46530	46601	complete	CP124088.1:46129-46200
gene-BB_RS00240		46688	47049	complete	CP124088.1:46287-46648
rna-BB_RS00240		46688	47049	complete	CP124088.1:46287-46648
exon-BB_RS00240-1		46688	47049	complete	CP124088.1:46287-46648
gene-BB_RS00245		47167	47841	complete	CP124088.1:46766-47440
gene-BB_RS00250		47917	48606	complete	CP124088.1:47516-48205
gene-BB_RS00255		48603	49259	complete	CP124088.1:48202-48858
gene-BB_RS00260		49341	50012	complete	CP124088.1:48940-49611
gene-BB_RS00265		50112	50474	complete	CP124088.1:49711-50073
gene-BB_RS00270		50490	51251	complete	CP124088.1:50089-50850
gene-BB_RS00275		51253	52434	complete	CP124088.1:50852-52033
gene-BB_RS00280		52454	53461	complete	CP124088.1:52053-53060
gene-BB_RS00285		53534	55504	complete	CP124088.1:53133-55103
gene-BB_RS00290		55501	56280	complete	CP124088.1:55100-55879
gene-BB_RS00295		56281	56748	complete	CP124088.1:55880-56347
gene-BB_RS00300		56832	57185	complete	CP124088.1:56431-56784
gene-BB_RS00305		57259	57975	complete	CP124088.1:56858-57574
gene-BB_RS00310		58029	59036	complete	CP124088.1:57628-58635
gene-BB_RS00315		59101	60039	complete	CP124088.1:58700-59638
gene-BB_RS00320		60036	60533	complete	CP124088.1:59635-60132
gene-BB_RS00325		60568	61257	complete	CP124088.1:60167-60856
gene-BB_RS00330		61254	63032	complete	CP124088.1:60853-62631
gene-BB_RS00335		63147	64028	complete	CP124088.1:62746-63627
gene-BB_RS00340		64038	65276	complete	CP124088.1:63637-64875
gene-BB_RS00345		65291	65752	complete	CP124088.1:64890-65351
gene-BB_RS00350		65768	67240	complete	CP124088.1:65367-66839
gene-BB_RS00355		67248	69569	complete	CP124088.1:66847-69168
gene-BB_RS00360		69566	70126	complete	CP124088.1:69165-69725
gene-BB_RS00365		70142	71219	complete	CP124088.1:69741-70818
gene-BB_RS00370		71201	72610	complete	CP124088.1:70800-72209
gene-BB_RS00375		72647	73492	complete	CP124088.1:72246-73091
gene-BB_RS00380		73489	74517	complete	CP124088.1:73088-74116
gene-BB_RS00385		74518	75772	complete	CP124088.1:74117-75371
gene-BB_RS00390		75774	76454	complete	CP124088.1:75373-76053
gene-BB_RS00395		76451	77701	complete	CP124088.1:76050-77300
gene-BB_RS00400		77711	79009	complete	CP124088.1:77310-78608
gene-BB_RS00405		79002	79322	complete	CP124088.1:78601-78921
gene-BB_RS00410		79505	80773	complete	CP124088.1:79104-80372
gene-BB_RS00415		80983	81408	complete	CP124088.1:80582-81007
gene-BB_RS00420		81405	82940	complete	CP124088.1:81004-82539
gene-BB_RS00425		82970	83920	complete	CP124088.1:82569-83519
gene-BB_RS00430		84041	85840	complete	CP124088.1:83640-85439
gene-BB_RS00435		85880	86854	complete	CP124088.1:85479-86453
gene-BB_RS00440		86926	87360	complete	CP124088.1:86525-86959
gene-BB_RS00445		87377	89203	complete	CP124088.1:86976-88802
gene-BB_RS00450		89200	89808	complete	CP124088.1:88799-89407
gene-BB_RS00455		89811	91115	complete	CP124088.1:89410-90714
gene-BB_RS00460		91137	92864	complete	CP124088.1:90736-92463
gene-BB_RS00465		92878	93423	complete	CP124088.1:92477-93022
gene-BB_RS00470		93433	94032	complete	CP124088.1:93032-93631
gene-BB_RS00475		94219	94605	complete	CP124088.1:93818-94204
gene-BB_RS00480		94611	96953	complete	CP124088.1:94210-96552
gene-BB_RS00485		96943	97866	complete	CP124088.1:96542-97465
gene-BB_RS00490		97863	98648	complete	CP124088.1:97462-98247
gene-BB_RS00495		98817	100205	complete	CP124088.1:98416-99804
gene-BB_RS00500		100228	100749	complete	CP124088.1:99827-100348
gene-BB_RS00505		100746	101339	complete	CP124088.1:100345-100938
gene-BB_RS00510		101525	102949	complete	CP124088.1:101124-102548
gene-BB_RS00515		103016	103771	complete	CP124088.1:102615-103370
gene-BB_RS00520		103764	105431	complete	CP124088.1:103363-105030
gene-BB_RS00525		105418	105846	complete	CP124088.1:105017-105445
gene-BB_RS00530		105884	106894	complete	CP124088.1:105483-106493
gene-BB_RS00535		106974	108170	complete	CP124088.1:106573-107769
gene-BB_RS00540		108307	109671	complete	CP124088.1:107906-109270
gene-BB_RS00545		109675	111042	complete	CP124088.1:109274-110641
gene-BB_RS00550		111046	111567	complete	CP124088.1:110645-111166
gene-BB_RS00555		111585	111875	complete	CP124088.1:111184-111474
gene-BB_RS00560		111889	112338	complete	CP124088.1:111488-111937
gene-BB_RS00565		112350	112769	complete	CP124088.1:111949-112368
gene-BB_RS00570		112909	114603	complete	CP124088.1:112508-114202
gene-BB_RS00575		114807	115508	complete	CP124088.1:114406-115107
gene-BB_RS00580		115505	116806	complete	CP124088.1:115104-116405
gene-BB_RS00585		116825	117676	complete	CP124088.1:116424-117275
gene-BB_RS00590		117678	118370	complete	CP124088.1:117277-117969
gene-BB_RS00595		118375	118929	complete	CP124088.1:117974-118528
gene-BB_RS00600		118964	119803	complete	CP124088.1:118563-119402
gene-BB_RS00605		119807	120589	complete	CP124088.1:119406-120188
gene-BB_RS00610		120804	121082	complete	CP124088.1:120403-120681
gene-BB_RS00615		121101	121823	complete	CP124088.1:120700-121422
gene-BB_RS00620		121880	122491	complete	CP124088.1:121479-122090
gene-BB_RS00625		122491	124146	complete	CP124088.1:122090-123745
gene-BB_RS00630		124149	124814	complete	CP124088.1:123748-124413
gene-BB_RS00635		124798	125547	complete	CP124088.1:124397-125146
gene-BB_RS00640		125534	126301	complete	CP124088.1:125133-125900
gene-BB_RS00645		126316	127413	complete	CP124088.1:125915-127012
gene-BB_RS00650		127427	130132	complete	CP124088.1:127026-129731
gene-BB_RS00655		130170	131114	complete	CP124088.1:129769-130713
gene-BB_RS00660		131298	132425	complete	CP124088.1:130897-132024
gene-BB_RS00665		132472	133842	complete	CP124088.1:132071-133441
gene-BB_RS00670		133975	135864	complete	CP124088.1:133574-135463
gene-BB_RS00675		135874	137766	complete	CP124088.1:135473-137365
gene-BB_RS00685		138434	138745	complete	CP124088.1:138033-138344
gene-BB_RS00690		138747	141960	complete	CP124088.1:138346-141559
gene-BB_RS00695		141979	142932	complete	CP124088.1:141578-142531
gene-BB_RS00700		142944	144230	complete	CP124088.1:142543-143829
gene-BB_RS00705		144307	144597	complete	CP124088.1:143906-144196
gene-BB_RS00710		144586	145458	complete	CP124088.1:144185-145057
gene-BB_RS00715		145471	146370	complete	CP124088.1:145070-145969
gene-BB_RS00720		146377	147495	complete	CP124088.1:145976-147094
gene-BB_RS00725		147649	148659	complete	CP124088.1:147248-148258
gene-BB_RS00730		148786	150783	complete	CP124088.1:148385-150382
gene-BB_RS00735		150974	152179	complete	CP124088.1:150573-151778
gene-BB_RS00740		152206	153012	complete	CP124088.1:151805-152611
gene-BB_RS00745		153075	153686	complete	CP124088.1:152674-153285
gene-BB_RS00750		153701	156400	complete	CP124088.1:153300-155999
gene-BB_RS00755		156462	157598	complete	CP124088.1:156061-157197
gene-BB_RS00760		157627	158061	complete	CP124088.1:157226-157660
gene-BB_RS00765		158058	158474	complete	CP124088.1:157657-158073
gene-BB_RS00770		158628	159344	complete	CP124088.1:158227-158943
gene-BB_RS00775		159368	160042	complete	CP124088.1:158967-159641
gene-BB_RS00780		160090	161208	complete	CP124088.1:159689-160807
gene-BB_RS00785		161200	162801	complete	CP124088.1:160799-162400
gene-BB_RS07735		162878	163045	complete	CP124088.1:162477-162644
gene-BB_RS00790		163072	164820	complete	CP124088.1:162671-164419
gene-BB_RS00795		164901	165887	complete	CP124088.1:164500-165486
gene-BB_RS00800		165915	167759	complete	CP124088.1:165514-167358
gene-BB_RS00805		167879	169399	complete	CP124088.1:167478-168998
gene-BB_RS00810		169539	170708	complete	CP124088.1:169138-170307
gene-BB_RS00815		170720	171097	complete	CP124088.1:170319-170696
gene-BB_RS00820		171263	171484	complete	CP124088.1:170862-171083
gene-BB_RS00825		171532	173535	complete	CP124088.1:171131-173134
gene-BB_RS00830		173529	174116	complete	CP124088.1:173128-173715
gene-BB_RS00835		174098	175084	complete	CP124088.1:173697-174683
gene-BB_RS00840		175081	176082	complete	CP124088.1:174680-175681
gene-BB_RS00845		176069	176974	complete	CP124088.1:175668-176573
gene-BB_RS00850		176978	177853	complete	CP124088.1:176577-177452
gene-BB_RS00855		177868	178860	complete	CP124088.1:177467-178459
gene-BB_RS00860		178917	179543	complete	CP124088.1:178516-179142
gene-BB_RS00865		179540	181405	complete	CP124088.1:179139-181004
gene-BB_RS00870		181408	182802	complete	CP124088.1:181007-182401
gene-BB_RS00875		182886	183380	complete	CP124088.1:182485-182979
gene-BB_RS00880		183392	185275	complete	CP124088.1:182991-184874
gene-BB_RS00885		185278	186552	complete	CP124088.1:184877-186151
gene-BB_RS00890		186554	186946	complete	CP124088.1:186153-186545
gene-BB_RS00895		186949	187194	complete	CP124088.1:186548-186793
gene-BB_RS00900		187178	187831	complete	CP124088.1:186777-187430
gene-BB_RS00905		187824	188237	complete	CP124088.1:187423-187836
gene-BB_RS00910		188234	188494	complete	CP124088.1:187833-188093
gene-BB_RS00915		188708	189055	complete	CP124088.1:188307-188654
gene-BB_RS00920		189076	189276	complete	CP124088.1:188675-188875
gene-BB_RS00925		189299	189859	complete	CP124088.1:188898-189458
gene-BB_RS00930		190064	190717	complete	CP124088.1:189663-190316
gene-BB_RS00935		190719	191459	complete	CP124088.1:190318-191058
gene-BB_RS00940		191518	192327	complete	CP124088.1:191117-191926
gene-BB_RS00945		192324	193463	complete	CP124088.1:191923-193062
gene-BB_RS00950		193800	194873	complete	CP124088.1:193399-194472
gene-BB_RS00955		194876	195736	complete	CP124088.1:194475-195335
gene-BB_RS00960		195693	197696	complete	CP124088.1:195292-197295
gene-BB_RS00965		197686	199950	complete	CP124088.1:197285-199549
gene-BB_RS00970		199965	201050	complete	CP124088.1:199564-200649
gene-BB_RS00975		201052	202578	complete	CP124088.1:200651-202177
gene-BB_RS00980		202693	202765	complete	CP124088.1:202292-202364
rna-BB_RS00980		202693	202765	complete	CP124088.1:202292-202364
exon-BB_RS00980-1		202693	202765	complete	CP124088.1:202292-202364
gene-BB_RS00985		202850	204088	complete	CP124088.1:202449-203687
gene-BB_RS00990		204137	205072	complete	CP124088.1:203736-204671
gene-BB_RS00995		205073	206044	complete	CP124088.1:204672-205643
gene-BB_RS01000		206333	206405	complete	CP124088.1:205932-206004
rna-BB_RS01000		206333	206405	complete	CP124088.1:205932-206004
exon-BB_RS01000-1		206333	206405	complete	CP124088.1:205932-206004
gene-BB_RS01005		206428	206500	complete	CP124088.1:206027-206099
rna-BB_RS01005		206428	206500	complete	CP124088.1:206027-206099
exon-BB_RS01005-1		206428	206500	complete	CP124088.1:206027-206099
gene-BB_RS01010		206529	208106	complete	CP124088.1:206128-207705
gene-BB_RS01015		208084	208653	complete	CP124088.1:207683-208252
gene-BB_RS01020		208706	209542	complete	CP124088.1:208305-209141
gene-BB_RS01025		209529	211274	complete	CP124088.1:209128-210873
gene-BB_RS01030		211301	212068	complete	CP124088.1:210900-211667
gene-BB_RS01035		212061	215420	complete	CP124088.1:211660-215019
gene-BB_RS01040		215427	217259	complete	CP124088.1:215026-216858
gene-BB_RS01045		217278	218312	complete	CP124088.1:216877-217911
gene-BB_RS01050		218340	218413	complete	CP124088.1:217939-218012
rna-BB_RS01050		218340	218413	complete	CP124088.1:217939-218012
exon-BB_RS01050-1		218340	218413	complete	CP124088.1:217939-218012
gene-BB_RS01055		218425	219078	complete	CP124088.1:218024-218677
gene-BB_RS01060		219056	219634	complete	CP124088.1:218655-219233
gene-BB_RS01065		219800	220639	complete	CP124088.1:219399-220238
gene-BB_RS01070		220729	221637	complete	CP124088.1:220328-221236
gene-BB_RS01075		221742	223178	complete	CP124088.1:221341-222777
gene-BB_RS01080		223179	223961	complete	CP124088.1:222778-223560
gene-BB_RS01085		223964	224785	complete	CP124088.1:223563-224384
gene-BB_RS01090		224826	226610	complete	CP124088.1:224425-226209
gene-BB_RS01095		226610	227827	complete	CP124088.1:226209-227426
gene-BB_RS01100		227814	228521	complete	CP124088.1:227413-228120
gene-BB_RS01105		228542	228895	complete	CP124088.1:228141-228494
gene-BB_RS01110		228864	229148	complete	CP124088.1:228463-228747
gene-BB_RS01115		229217	230224	complete	CP124088.1:228816-229823
gene-BB_RS01120		230214	231491	complete	CP124088.1:229813-231090
gene-BB_RS01125		231621	232322	complete	CP124088.1:231220-231921
gene-BB_RS01130		232338	235253	complete	CP124088.1:231937-234852
gene-BB_RS01135		235289	235534	complete	CP124088.1:234888-235133
gene-BB_RS01140		235595	237142	complete	CP124088.1:235194-236741
gene-BB_RS01145		237222	237629	complete	CP124088.1:236821-237228
