gene_id	start	end	strand	protein_length	gene_description	hmmer_E_value/Estw_score	TAS_info	tasmania_hmm_cluster_id	HMM_ID	Process	operon_structure	pop_structure
>contig000001_118	149971	150372	1	133	0	nuclease	domain	0	A	TASMANIA.A67	xdomainxxx	xdomainxxx
>contig000001_365	426944	427336	1	130	0	domain	2.1e-07	0	TASMANIA.T89	T.19597	2.1e-07	2.1e-07
>contig000001_405	469561	470343	1	260	0	nuclease	domain	0	A	TASMANIA.A1	domain	domain
>contig000001_492	570168	570443	1	91	0	DNA	binding	0	3.6e-06	A	xxxbindingxxxxx	xxxbindingxxxxx
>contig000001_507	586972	587868	1	298	0	RelE-like	toxic	0	of	a	1.3e-07x	1.3e-07x
>contig000001_510	591875	592234	-1	119	0	antitoxin	1.3e-07	0	TASMANIA.A116	A.58654	1.3e-07x	1.3e-07x
>contig000001_557	633325	633588	1	87	0	family	0.00044	0	TASMANIA.T11	T.23429	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx0.00044xxxxxxxxxx	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx0.00044xxxxxxxxxx
>contig000001_699	797193	798848	1	551	0	antitoxin	5.4e-07	0	TASMANIA.A11	A.36188	xxxxxx5.4e-07xxx	xxxxxx5.4e-07xxx
>contig000001_790	890319	891800	-1	493	0	toxin	of	0	II	toxin-antitoxin	xof	xof
>contig000002_6	5240	5473	1	77	0	Phd_YefM,	type	0	toxin-antitoxin	system"	xtype	xtype
>contig000003_6	4505	5296	1	263	0	toxin	of	0	II	toxin-antitoxin	of	of
>contig000013_20	18495	19709	1	404	0	domain	6.1e-07	0	TASMANIA.T109	T.34729	x6.1e-07	x6.1e-07
>contig000015_23	19412	20104	-1	230	0	toxin	of	0	II	toxin-antitoxin	xxxxxxxxxxxxxxxxofx	xxxxxxxxxxxxxxxxofx
>contig000016_15	20010	20258	-1	82	0	toxin	of	0	type	II	of	of
>contig000016_2	803	1072	1	89	0	antitoxin	6.7e-06	0	TASMANIA.A11	A.21775	?x6.7e-06	?x6.7e-06
>contig000016_3	6189	6458	-1	89	0	antitoxin	6.7e-06	0	TASMANIA.A11	A.21775	6.7e-06x	6.7e-06x
>contig000019_4	2750	3310	-1	186	0	toxin	of	0	II	toxin-antitoxin	ofxxx	ofxxx
