ID or #		Start	End	Type	Contig
==================================================
NC_001318.1:1..910724		1	910724	partial	contig_1:34-902663
gene-BB_RS00005		105	677	complete	contig_1:135-707
gene-BB_RS00010		768	1796	complete	contig_1:798-1826
gene-BB_RS00015		1784	3249	complete	contig_1:1814-3279
gene-BB_RS00020		3395	5188	complete	contig_1:3425-5218
gene-BB_RS00025		5251	6306	complete	contig_1:5281-6336
gene-BB_RS00030		6309	7397	complete	contig_1:6339-7427
gene-BB_RS00035		7458	8315	complete	contig_1:7488-8345
gene-BB_RS00040		8427	9197	complete	contig_1:8457-9227
gene-BB_RS00045		9202	10206	complete	contig_1:9232-10236
gene-BB_RS00050		10203	10577	complete	contig_1:10233-10607
gene-BB_RS00055		10581	11420	complete	contig_1:10611-11450
gene-BB_RS00060		11421	12161	complete	contig_1:11451-12191
gene-BB_RS00065		12154	12753	complete	contig_1:12184-12783
gene-BB_RS00070		12746	14728	complete	contig_1:12776-14758
gene-BB_RS00075		14725	15345	complete	contig_1:14755-15375
gene-BB_RS00080		15345	15716	complete	contig_1:15375-15746
gene-BB_RS00085		15845	16804	complete	contig_1:15875-16834
gene-BB_RS00090		16807	17787	complete	contig_1:16837-17817
gene-BB_RS00095		17792	18304	complete	contig_1:17822-18334
gene-BB_RS00100		18312	19979	complete	contig_1:18342-20009
gene-BB_RS00105		20051	21083	complete	contig_1:20081-21113
gene-BB_RS00110		21058	22101	complete	contig_1:21088-22131
gene-BB_RS00115		22146	22739	complete	contig_1:22176-22769
gene-BB_RS00120		22819	23958	complete	contig_1:22849-23988
gene-BB_RS00125		23965	24696	complete	contig_1:23995-24726
gene-BB_RS00130		24697	25602	complete	contig_1:24727-25632
gene-BB_RS00135		25753	26391	complete	contig_1:25783-26421
gene-BB_RS00140		26399	27448	complete	contig_1:26429-27478
gene-BB_RS00145		27434	27865	complete	contig_1:27464-27895
gene-BB_RS00150		27855	28490	complete	contig_1:27885-28520
gene-BB_RS00155		28492	29472	complete	contig_1:28522-29502
gene-BB_RS00160		29543	31015	complete	contig_1:29573-31045
gene-BB_RS00165		31027	31479	complete	contig_1:31057-31509
gene-BB_RS00170		31550	32089	complete	contig_1:31580-32119
gene-BB_RS00175		32157	34037	complete	contig_1:32187-34067
gene-BB_RS00180		34037	35836	complete	contig_1:34067-35866
gene-BB_RS00185		35857	36609	complete	contig_1:35887-36639
gene-BB_RS00190		36606	38123	complete	contig_1:36636-38153
gene-BB_RS00195		38136	39638	complete	contig_1:38166-39668
gene-BB_RS00200		39826	40677	complete	contig_1:39856-40707
gene-BB_RS00205		40761	41432	complete	contig_1:40791-41462
gene-BB_RS00210		41443	42483	complete	contig_1:41473-42513
gene-BB_RS00215		42480	42881	complete	contig_1:42510-42911
gene-BB_RS00220		42907	45354	complete	contig_1:42937-45384
gene-BB_RS00225		45446	45991	complete	contig_1:45476-46021
gene-BB_RS00230		46011	46379	complete	contig_1:46041-46409
gene-BB_RS00235		46530	46601	complete	contig_1:46560-46631
rna-BB_RS00235		46530	46601	complete	contig_1:46560-46631
exon-BB_RS00235-1		46530	46601	complete	contig_1:46560-46631
gene-BB_RS00240		46688	47049	complete	contig_1:46718-47079
rna-BB_RS00240		46688	47049	complete	contig_1:46718-47079
exon-BB_RS00240-1		46688	47049	complete	contig_1:46718-47079
gene-BB_RS00245		47167	47841	complete	contig_1:47197-47871
gene-BB_RS00250		47917	48606	complete	contig_1:47947-48636
gene-BB_RS00255		48603	49259	complete	contig_1:48633-49289
gene-BB_RS00260		49341	50012	complete	contig_1:49371-50042
gene-BB_RS00265		50112	50474	complete	contig_1:50142-50504
gene-BB_RS00270		50490	51251	complete	contig_1:50520-51281
gene-BB_RS00275		51253	52434	complete	contig_1:51283-52464
gene-BB_RS00280		52454	53461	complete	contig_1:52484-53491
gene-BB_RS00285		53534	55504	complete	contig_1:53564-55534
gene-BB_RS00290		55501	56280	complete	contig_1:55531-56310
gene-BB_RS00295		56281	56748	complete	contig_1:56311-56778
gene-BB_RS00300		56832	57185	complete	contig_1:56862-57215
gene-BB_RS00305		57259	57975	complete	contig_1:57289-58005
gene-BB_RS00310		58029	59036	complete	contig_1:58059-59066
gene-BB_RS00315		59101	60039	complete	contig_1:59131-60069
gene-BB_RS00320		60036	60533	complete	contig_1:60066-60563
gene-BB_RS00325		60568	61257	complete	contig_1:60598-61287
gene-BB_RS00330		61254	63032	complete	contig_1:61284-63062
gene-BB_RS00335		63147	64028	complete	contig_1:63177-64058
gene-BB_RS00340		64038	65276	complete	contig_1:64068-65306
gene-BB_RS00345		65291	65752	complete	contig_1:65321-65782
gene-BB_RS00350		65768	67240	complete	contig_1:65798-67270
gene-BB_RS00355		67248	69569	complete	contig_1:67278-69599
gene-BB_RS00360		69566	70126	complete	contig_1:69596-70156
gene-BB_RS00365		70142	71219	complete	contig_1:70172-71249
gene-BB_RS00370		71201	72610	complete	contig_1:71231-72640
gene-BB_RS00375		72647	73492	complete	contig_1:72677-73522
gene-BB_RS00380		73489	74517	complete	contig_1:73519-74547
gene-BB_RS00385		74518	75772	complete	contig_1:74548-75802
gene-BB_RS00390		75774	76454	complete	contig_1:75804-76484
gene-BB_RS00395		76451	77701	complete	contig_1:76481-77731
gene-BB_RS00400		77711	79009	complete	contig_1:77741-79039
gene-BB_RS00405		79002	79322	complete	contig_1:79032-79352
gene-BB_RS00410		79505	80773	complete	contig_1:79535-80803
gene-BB_RS00415		80983	81408	complete	contig_1:81013-81438
gene-BB_RS00420		81405	82940	complete	contig_1:81435-82970
gene-BB_RS00425		82970	83920	complete	contig_1:83000-83950
gene-BB_RS00430		84041	85840	complete	contig_1:84071-85870
gene-BB_RS00435		85880	86854	complete	contig_1:85910-86884
gene-BB_RS00440		86926	87360	complete	contig_1:86956-87390
gene-BB_RS00445		87377	89203	complete	contig_1:87407-89233
gene-BB_RS00450		89200	89808	complete	contig_1:89230-89838
gene-BB_RS00455		89811	91115	complete	contig_1:89841-91145
gene-BB_RS00460		91137	92864	complete	contig_1:91167-92894
gene-BB_RS00465		92878	93423	complete	contig_1:92908-93453
