gene_id	start	end	strand	protein_length	gene_description	hmmer_E_value/Estw_score	TAS_info	tasmania_hmm_cluster_id	HMM_ID	Process	operon_structure	pop_structure
>contig000001_124	122491	124146	-1	551	0	antitoxin	9.4e-07	0	TASMANIA.A11	A.36188	xxx9.4e-07xxxxxx	xxx9.4e-07xxxxxx
>contig000001_266	287750	288013	-1	87	0	family	0.00044	0	TASMANIA.T11	T.23429	xxxxxxxxxx0.00044xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx	xxxxxxxxxx0.00044xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
>contig000001_313	329103	329462	1	119	0	antitoxin	1.3e-07	0	TASMANIA.A116	A.58654	x1.3e-07	x1.3e-07
>contig000001_316	333460	334356	-1	298	0	RelE-like	toxic	0	of	a	xxtoxic	xxtoxic
>contig000001_33	29544	31016	1	490	0	toxin	of	0	II	toxin-antitoxin	ofx	ofx
>contig000001_419	450982	451764	-1	260	0	nuclease	domain	0	A	TASMANIA.A1	domain	domain
>contig000001_459	493993	494385	-1	130	0	domain	2.1e-07	0	TASMANIA.T89	T.19597	2.1e-07	2.1e-07
>contig000001_706	770999	771400	-1	133	0	nuclease	domain	0	A	TASMANIA.A67	xxxdomainx	xxxdomainx
>contig000002_60	48476	48949	1	157	0	recognition	MazE,	0	antitoxin"	3.1e-07	MazE,	MazE,
>contig000002_7	5349	6140	1	263	0	toxin	of	0	II	toxin-antitoxin	of	of
>contig000016_2	549	1064	1	171	0	family	5e-07	0	TASMANIA.A21	A.65653	5e-07	5e-07
>contig000016_7	6791	7306	-1	171	0	family	5e-07	0	TASMANIA.A21	A.65653	5e-07	5e-07
>contig000018_23	21060	22274	1	404	0	domain	3.5e-06	0	TASMANIA.T109	T.34729	x3.5e-06	x3.5e-06
>contig000019_2	799	1068	1	89	0	antitoxin	6.7e-06	0	TASMANIA.A11	A.21775	?x6.7e-06	?x6.7e-06
>contig000019_3	6191	6460	-1	89	0	antitoxin	6.7e-06	0	TASMANIA.A11	A.21775	6.7e-06x	6.7e-06x
