ID or #		Start	End	Type	Contig
==================================================
NC_001318.1:1..910724		1	910724	partial	contig_1:907915-3097,contig_13:19831-20531,contig_13:20530-26074
gene-BB_RS00005		105	677	complete	contig_1:907853-907281
gene-BB_RS00010		768	1796	complete	contig_1:907190-906162
gene-BB_RS00015		1784	3249	complete	contig_1:906174-904709
gene-BB_RS00020		3395	5188	complete	contig_1:904563-902770
gene-BB_RS00025		5251	6306	complete	contig_1:902707-901652
gene-BB_RS00030		6309	7397	complete	contig_1:901649-900561
gene-BB_RS00035		7458	8315	complete	contig_1:900500-899643
gene-BB_RS00040		8427	9197	complete	contig_1:899531-898761
gene-BB_RS00045		9202	10206	complete	contig_1:898756-897752
gene-BB_RS00050		10203	10577	complete	contig_1:897755-897381
gene-BB_RS00055		10581	11420	complete	contig_1:897377-896538
gene-BB_RS00060		11421	12161	complete	contig_1:896537-895797
gene-BB_RS00065		12154	12753	complete	contig_1:895804-895205
gene-BB_RS00070		12746	14728	complete	contig_1:895212-893230
gene-BB_RS00075		14725	15345	complete	contig_1:893233-892613
gene-BB_RS00080		15345	15716	complete	contig_1:892613-892242
gene-BB_RS00085		15845	16804	complete	contig_1:892113-891154
gene-BB_RS00090		16807	17787	complete	contig_1:891151-890171
gene-BB_RS00095		17792	18304	complete	contig_1:890166-889654
gene-BB_RS00100		18312	19979	complete	contig_1:889646-887979
gene-BB_RS00105		20051	21083	complete	contig_1:887907-886875
gene-BB_RS00110		21058	22101	complete	contig_1:886900-885857
gene-BB_RS00115		22146	22739	complete	contig_1:885812-885219
gene-BB_RS00120		22819	23958	complete	contig_1:885139-884000
gene-BB_RS00125		23965	24696	complete	contig_1:883993-883262
gene-BB_RS00130		24697	25602	complete	contig_1:883261-882356
gene-BB_RS00135		25753	26391	complete	contig_1:882205-881567
gene-BB_RS00140		26399	27448	complete	contig_1:881559-880510
gene-BB_RS00145		27434	27865	complete	contig_1:880524-880093
gene-BB_RS00150		27855	28490	complete	contig_1:880103-879468
gene-BB_RS00155		28492	29472	complete	contig_1:879466-878486
gene-BB_RS00160		29543	31015	complete	contig_1:878415-876943
gene-BB_RS00165		31027	31479	complete	contig_1:876931-876479
gene-BB_RS00170		31550	32089	complete	contig_1:876408-875869
gene-BB_RS00175		32157	34037	complete	contig_1:875801-873921
gene-BB_RS00180		34037	35836	complete	contig_1:873921-872122
gene-BB_RS00185		35857	36609	complete	contig_1:872101-871349
gene-BB_RS00190		36606	38123	complete	contig_1:871352-869835
gene-BB_RS00195		38136	39638	complete	contig_1:869822-868320
gene-BB_RS00200		39826	40677	complete	contig_1:868132-867281
gene-BB_RS00205		40761	41432	complete	contig_1:867197-866526
gene-BB_RS00210		41443	42483	complete	contig_1:866515-865475
gene-BB_RS00215		42480	42881	complete	contig_1:865478-865077
gene-BB_RS00220		42907	45354	complete	contig_1:865051-862604
gene-BB_RS00225		45446	45991	complete	contig_1:862512-861967
gene-BB_RS00230		46011	46379	complete	contig_1:861947-861579
gene-BB_RS00235		46530	46601	complete	contig_1:861428-861357
rna-BB_RS00235		46530	46601	complete	contig_1:861428-861357
exon-BB_RS00235-1		46530	46601	complete	contig_1:861428-861357
gene-BB_RS00240		46688	47049	complete	contig_1:861270-860909
rna-BB_RS00240		46688	47049	complete	contig_1:861270-860909
exon-BB_RS00240-1		46688	47049	complete	contig_1:861270-860909
gene-BB_RS00245		47167	47841	complete	contig_1:860791-860117
gene-BB_RS00250		47917	48606	complete	contig_1:860041-859352
gene-BB_RS00255		48603	49259	complete	contig_1:859355-858699
gene-BB_RS00260		49341	50012	complete	contig_1:858617-857946
gene-BB_RS00265		50112	50474	complete	contig_1:857846-857484
gene-BB_RS00270		50490	51251	complete	contig_1:857468-856707
gene-BB_RS00275		51253	52434	complete	contig_1:856705-855524
gene-BB_RS00280		52454	53461	complete	contig_1:855504-854497
gene-BB_RS00285		53534	55504	complete	contig_1:854424-852454
gene-BB_RS00290		55501	56280	complete	contig_1:852457-851678
gene-BB_RS00295		56281	56748	complete	contig_1:851677-851210
gene-BB_RS00300		56832	57185	complete	contig_1:851126-850773
gene-BB_RS00305		57259	57975	complete	contig_1:850699-849983
gene-BB_RS00310		58029	59036	complete	contig_1:849929-848922
gene-BB_RS00315		59101	60039	complete	contig_1:848857-847919
gene-BB_RS00320		60036	60533	complete	contig_1:847922-847425
gene-BB_RS00325		60568	61257	complete	contig_1:847390-846701
gene-BB_RS00330		61254	63032	complete	contig_1:846704-844926
gene-BB_RS00335		63147	64028	complete	contig_1:844811-843930
gene-BB_RS00340		64038	65276	complete	contig_1:843920-842682
gene-BB_RS00345		65291	65752	complete	contig_1:842667-842206
gene-BB_RS00350		65768	67240	complete	contig_1:842190-840718
gene-BB_RS00355		67248	69569	complete	contig_1:840710-838389
gene-BB_RS00360		69566	70126	complete	contig_1:838392-837832
gene-BB_RS00365		70142	71219	complete	contig_1:837816-836739
gene-BB_RS00370		71201	72610	complete	contig_1:836757-835348
gene-BB_RS00375		72647	73492	complete	contig_1:835311-834466
gene-BB_RS00380		73489	74517	complete	contig_1:834469-833441
gene-BB_RS00385		74518	75772	complete	contig_1:833440-832186
gene-BB_RS00390		75774	76454	complete	contig_1:832184-831504
gene-BB_RS00395		76451	77701	complete	contig_1:831507-830257
gene-BB_RS00400		77711	79009	complete	contig_1:830247-828949
gene-BB_RS00405		79002	79322	complete	contig_1:828956-828636
gene-BB_RS00410		79505	80773	complete	contig_1:828453-827185
gene-BB_RS00415		80983	81408	complete	contig_1:826975-826550
