gene_id	start	end	strand	protein_length	gene_description	hmmer_E_value/Estw_score	TAS_info	tasmania_hmm_cluster_id	HMM_ID	Process	operon_structure	pop_structure
>contig000001_110	132098	132499	1	133	0	nuclease	domain	0	A	TASMANIA.A67	xdomainxxx	xdomainxxx
>contig000001_357	408993	409385	1	130	0	domain	5.9e-08	0	TASMANIA.T89	T.19597	5.9e-08	5.9e-08
>contig000001_397	451609	452391	1	260	0	nuclease	domain	0	A	TASMANIA.A1	domain	domain
>contig000001_483	552214	552489	1	91	0	DNA	binding	0	1.5e-06	A	xxxbindingxxxxx	xxxbindingxxxxx
>contig000001_498	569033	569929	1	298	0	RelE-like	toxic	0	of	a	1.3e-07x	1.3e-07x
>contig000001_501	573927	574286	-1	119	0	antitoxin	1.3e-07	0	TASMANIA.A116	A.58654	1.3e-07x	1.3e-07x
>contig000001_548	615378	615641	1	87	0	family	0.00044	0	TASMANIA.T11	T.23429	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx0.00044xxxxxxxxxx	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx0.00044xxxxxxxxxx
>contig000001_690	779262	780917	1	551	0	antitoxin	2e-06	0	TASMANIA.A11	A.36188	xxxxxx2e-06xxx	xxxxxx2e-06xxx
>contig000001_781	872390	873871	-1	493	0	toxin	of	0	II	toxin-antitoxin	xof	xof
>contig000002_6	4497	5288	1	263	0	toxin	of	0	II	toxin-antitoxin	of	of
>contig000002_60	48653	49126	1	157	0	recognition	MazE,	0	antitoxin"	3.7e-07	MazE,	MazE,
>contig000003_5	4626	5840	1	404	0	domain	7.5e-06	0	TASMANIA.T109	T.34729	x7.5e-06	x7.5e-06
>contig000007_12	15313	15582	-1	89	0	antitoxin	7.8e-06	0	TASMANIA.A11	A.21775	7.8e-06x?	7.8e-06x?
>contig000007_9	9927	10196	1	89	0	antitoxin	7.8e-06	0	TASMANIA.A11	A.21775	x7.8e-06	x7.8e-06
>contig000009_1	205	792	-1	195	0	C	terminal	0	binding	domain	?terminalxxx	?terminalxxx
>contig000011_6	4360	4920	-1	186	0	toxin	of	0	II	toxin-antitoxin	ofxxx	ofxxx
>contig000019_6	3640	4332	1	230	0	toxin	of	0	II	toxin-antitoxin	xofxxx?	xofxxx?
>contig000023_1	197	841	-1	214	0	nuclease	domain	0	A	TASMANIA.A25	?domain	?domain
>contig000051_2	547	984	-1	145	0	MazF-like	toxin	0	type	II	toxin?	toxin?
