ID or #		Start	End	Type	Contig
==================================================
NC_001318.1:1..910724		1	910724	partial	contig_1:1-910485
gene-BB_RS00005		105	677	complete	contig_1:21-593
gene-BB_RS00010		768	1796	complete	contig_1:684-1712
gene-BB_RS00015		1784	3249	complete	contig_1:1700-3165
gene-BB_RS00020		3395	5188	complete	contig_1:3311-5104
gene-BB_RS00025		5251	6306	complete	contig_1:5167-6222
gene-BB_RS00030		6309	7397	complete	contig_1:6225-7313
gene-BB_RS00035		7458	8315	complete	contig_1:7374-8231
gene-BB_RS00040		8427	9197	complete	contig_1:8343-9113
gene-BB_RS00045		9202	10206	complete	contig_1:9118-10122
gene-BB_RS00050		10203	10577	complete	contig_1:10119-10493
gene-BB_RS00055		10581	11420	complete	contig_1:10497-11336
gene-BB_RS00060		11421	12161	complete	contig_1:11337-12077
gene-BB_RS00065		12154	12753	complete	contig_1:12070-12669
gene-BB_RS00070		12746	14728	complete	contig_1:12662-14644
gene-BB_RS00075		14725	15345	complete	contig_1:14641-15261
gene-BB_RS00080		15345	15716	complete	contig_1:15261-15632
gene-BB_RS00085		15845	16804	complete	contig_1:15761-16720
gene-BB_RS00090		16807	17787	complete	contig_1:16723-17703
gene-BB_RS00095		17792	18304	complete	contig_1:17708-18220
gene-BB_RS00100		18312	19979	complete	contig_1:18228-19895
gene-BB_RS00105		20051	21083	complete	contig_1:19967-20999
gene-BB_RS00110		21058	22101	complete	contig_1:20974-22017
gene-BB_RS00115		22146	22739	complete	contig_1:22062-22655
gene-BB_RS00120		22819	23958	complete	contig_1:22735-23874
gene-BB_RS00125		23965	24696	complete	contig_1:23881-24612
gene-BB_RS00130		24697	25602	complete	contig_1:24613-25518
gene-BB_RS00135		25753	26391	complete	contig_1:25669-26307
gene-BB_RS00140		26399	27448	complete	contig_1:26315-27364
gene-BB_RS00145		27434	27865	complete	contig_1:27350-27781
gene-BB_RS00150		27855	28490	complete	contig_1:27771-28406
gene-BB_RS00155		28492	29472	complete	contig_1:28408-29388
gene-BB_RS00160		29543	31015	complete	contig_1:29459-30931
gene-BB_RS00165		31027	31479	complete	contig_1:30943-31395
gene-BB_RS00170		31550	32089	complete	contig_1:31466-32005
gene-BB_RS00175		32157	34037	complete	contig_1:32073-33953
gene-BB_RS00180		34037	35836	complete	contig_1:33953-35752
gene-BB_RS00185		35857	36609	complete	contig_1:35773-36525
gene-BB_RS00190		36606	38123	complete	contig_1:36522-38039
gene-BB_RS00195		38136	39638	complete	contig_1:38052-39554
gene-BB_RS00200		39826	40677	complete	contig_1:39742-40593
gene-BB_RS00205		40761	41432	complete	contig_1:40677-41348
gene-BB_RS00210		41443	42483	complete	contig_1:41359-42399
gene-BB_RS00215		42480	42881	complete	contig_1:42396-42797
gene-BB_RS00220		42907	45354	complete	contig_1:42823-45270
gene-BB_RS00225		45446	45991	complete	contig_1:45362-45907
gene-BB_RS00230		46011	46379	complete	contig_1:45927-46295
gene-BB_RS00235		46530	46601	complete	contig_1:46446-46517
rna-BB_RS00235		46530	46601	complete	contig_1:46446-46517
exon-BB_RS00235-1		46530	46601	complete	contig_1:46446-46517
gene-BB_RS00240		46688	47049	complete	contig_1:46604-46965
rna-BB_RS00240		46688	47049	complete	contig_1:46604-46965
exon-BB_RS00240-1		46688	47049	complete	contig_1:46604-46965
gene-BB_RS00245		47167	47841	complete	contig_1:47083-47757
gene-BB_RS00250		47917	48606	complete	contig_1:47833-48522
gene-BB_RS00255		48603	49259	complete	contig_1:48519-49175
gene-BB_RS00260		49341	50012	complete	contig_1:49257-49928
gene-BB_RS00265		50112	50474	complete	contig_1:50028-50390
gene-BB_RS00270		50490	51251	complete	contig_1:50406-51167
gene-BB_RS00275		51253	52434	complete	contig_1:51169-52350
gene-BB_RS00280		52454	53461	complete	contig_1:52370-53377
gene-BB_RS00285		53534	55504	complete	contig_1:53450-55420
gene-BB_RS00290		55501	56280	complete	contig_1:55417-56196
gene-BB_RS00295		56281	56748	complete	contig_1:56197-56664
gene-BB_RS00300		56832	57185	complete	contig_1:56748-57101
gene-BB_RS00305		57259	57975	complete	contig_1:57175-57891
gene-BB_RS00310		58029	59036	complete	contig_1:57945-58952
gene-BB_RS00315		59101	60039	complete	contig_1:59017-59955
gene-BB_RS00320		60036	60533	complete	contig_1:59952-60449
gene-BB_RS00325		60568	61257	complete	contig_1:60484-61173
gene-BB_RS00330		61254	63032	complete	contig_1:61170-62948
gene-BB_RS00335		63147	64028	complete	contig_1:63063-63944
gene-BB_RS00340		64038	65276	complete	contig_1:63954-65192
gene-BB_RS00345		65291	65752	complete	contig_1:65207-65668
gene-BB_RS00350		65768	67240	complete	contig_1:65684-67156
gene-BB_RS00355		67248	69569	complete	contig_1:67164-69485
gene-BB_RS00360		69566	70126	complete	contig_1:69482-70042
gene-BB_RS00365		70142	71219	complete	contig_1:70058-71135
gene-BB_RS00370		71201	72610	complete	contig_1:71117-72526
gene-BB_RS00375		72647	73492	complete	contig_1:72563-73408
gene-BB_RS00380		73489	74517	complete	contig_1:73405-74433
gene-BB_RS00385		74518	75772	complete	contig_1:74434-75688
gene-BB_RS00390		75774	76454	complete	contig_1:75690-76370
gene-BB_RS00395		76451	77701	complete	contig_1:76367-77617
gene-BB_RS00400		77711	79009	complete	contig_1:77627-78925
gene-BB_RS00405		79002	79322	complete	contig_1:78918-79238
gene-BB_RS00410		79505	80773	complete	contig_1:79421-80689
gene-BB_RS00415		80983	81408	complete	contig_1:80899-81324
