ID or #		Start	End	Type	Contig
==================================================
NC_001318.1:1..910724		1	910724	partial	contig_1:14-902599
gene-BB_RS00005		105	677	complete	contig_1:63-635
gene-BB_RS00010		768	1796	complete	contig_1:726-1754
gene-BB_RS00015		1784	3249	complete	contig_1:1742-3207
gene-BB_RS00020		3395	5188	complete	contig_1:3353-5146
gene-BB_RS00025		5251	6306	complete	contig_1:5209-6264
gene-BB_RS00030		6309	7397	complete	contig_1:6267-7355
gene-BB_RS00035		7458	8315	complete	contig_1:7416-8273
gene-BB_RS00040		8427	9197	complete	contig_1:8385-9155
gene-BB_RS00045		9202	10206	complete	contig_1:9160-10164
gene-BB_RS00050		10203	10577	complete	contig_1:10161-10535
gene-BB_RS00055		10581	11420	complete	contig_1:10539-11378
gene-BB_RS00060		11421	12161	complete	contig_1:11379-12119
gene-BB_RS00065		12154	12753	complete	contig_1:12112-12711
gene-BB_RS00070		12746	14728	complete	contig_1:12704-14686
gene-BB_RS00075		14725	15345	complete	contig_1:14683-15303
gene-BB_RS00080		15345	15716	complete	contig_1:15303-15674
gene-BB_RS00085		15845	16804	complete	contig_1:15803-16762
gene-BB_RS00090		16807	17787	complete	contig_1:16765-17745
gene-BB_RS00095		17792	18304	complete	contig_1:17750-18262
gene-BB_RS00100		18312	19979	complete	contig_1:18270-19937
gene-BB_RS00105		20051	21083	complete	contig_1:20009-21041
gene-BB_RS00110		21058	22101	complete	contig_1:21016-22059
gene-BB_RS00115		22146	22739	complete	contig_1:22104-22697
gene-BB_RS00120		22819	23958	complete	contig_1:22777-23916
gene-BB_RS00125		23965	24696	complete	contig_1:23923-24654
gene-BB_RS00130		24697	25602	complete	contig_1:24655-25560
gene-BB_RS00135		25753	26391	complete	contig_1:25711-26349
gene-BB_RS00140		26399	27448	complete	contig_1:26357-27406
gene-BB_RS00145		27434	27865	complete	contig_1:27392-27823
gene-BB_RS00150		27855	28490	complete	contig_1:27813-28448
gene-BB_RS00155		28492	29472	complete	contig_1:28450-29430
gene-BB_RS00160		29543	31015	complete	contig_1:29501-30973
gene-BB_RS00165		31027	31479	complete	contig_1:30985-31437
gene-BB_RS00170		31550	32089	complete	contig_1:31508-32047
gene-BB_RS00175		32157	34037	complete	contig_1:32115-33995
gene-BB_RS00180		34037	35836	complete	contig_1:33995-35794
