ID or #		Start	End	Type	Contig
==================================================
NC_001318.1:1..910724		1	910724	partial	NZ_ABJY02000001.1:1206-5,NZ_ABJY02000011.1:1-84891,NZ_ABJY02000012.1:1-83077,NZ_ABJY02000013.1:1-57720,NZ_ABJY02000008.1:1-209169,NZ_ABJY02000009.1:1-1414,NZ_ABJY02000010.1:2419-1,NZ_ABJY02000004.1:1405-1,NZ_ABJY02000007.1:200423-1,NZ_ABJY02000005.1:1-1406,NZ_ABJY02000006.1:1-29093,NZ_ABJY02000002.1:1-150287,NZ_ABJY02000003.1:59106-1,NZ_ABJY02000014.1:25928-3698,NZ_ABJY02000014.1:3697-126
gene-BB_RS00010		768	1796	partial	NZ_ABJY02000001.1:1206-544
gene-BB_RS00015		1784	3249	partial	NZ_ABJY02000001.1:556-5,NZ_ABJY02000011.1:1-686
gene-BB_RS00020		3395	5188	complete	NZ_ABJY02000011.1:832-2625
gene-BB_RS00025		5251	6306	complete	NZ_ABJY02000011.1:2688-3743
gene-BB_RS00030		6309	7397	complete	NZ_ABJY02000011.1:3746-4834
gene-BB_RS00035		7458	8315	complete	NZ_ABJY02000011.1:4895-5752
gene-BB_RS00040		8427	9197	complete	NZ_ABJY02000011.1:5864-6634
gene-BB_RS00045		9202	10206	complete	NZ_ABJY02000011.1:6639-7643
gene-BB_RS00050		10203	10577	complete	NZ_ABJY02000011.1:7640-8014
gene-BB_RS00055		10581	11420	complete	NZ_ABJY02000011.1:8018-8857
gene-BB_RS00060		11421	12161	complete	NZ_ABJY02000011.1:8858-9598
gene-BB_RS00065		12154	12753	complete	NZ_ABJY02000011.1:9591-10190
gene-BB_RS00070		12746	14728	complete	NZ_ABJY02000011.1:10183-12165
gene-BB_RS00075		14725	15345	complete	NZ_ABJY02000011.1:12162-12782
gene-BB_RS00080		15345	15716	complete	NZ_ABJY02000011.1:12782-13153
gene-BB_RS00085		15845	16804	complete	NZ_ABJY02000011.1:13282-14241
gene-BB_RS00090		16807	17787	complete	NZ_ABJY02000011.1:14244-15224
gene-BB_RS00095		17792	18304	complete	NZ_ABJY02000011.1:15229-15741
gene-BB_RS00100		18312	19979	complete	NZ_ABJY02000011.1:15749-17416
gene-BB_RS00105		20051	21083	complete	NZ_ABJY02000011.1:17488-18520
gene-BB_RS00110		21058	22101	complete	NZ_ABJY02000011.1:18495-19538
gene-BB_RS00115		22146	22739	complete	NZ_ABJY02000011.1:19583-20176
gene-BB_RS00120		22819	23958	complete	NZ_ABJY02000011.1:20256-21395
gene-BB_RS00125		23965	24696	complete	NZ_ABJY02000011.1:21402-22133
gene-BB_RS00130		24697	25602	complete	NZ_ABJY02000011.1:22134-23039
gene-BB_RS00135		25753	26391	complete	NZ_ABJY02000011.1:23190-23828
gene-BB_RS00140		26399	27448	complete	NZ_ABJY02000011.1:23836-24885
gene-BB_RS00145		27434	27865	complete	NZ_ABJY02000011.1:24871-25302
gene-BB_RS00150		27855	28490	complete	NZ_ABJY02000011.1:25292-25927
gene-BB_RS00155		28492	29472	complete	NZ_ABJY02000011.1:25929-26909
gene-BB_RS00160		29543	31015	complete	NZ_ABJY02000011.1:26980-28452
gene-BB_RS00165		31027	31479	complete	NZ_ABJY02000011.1:28464-28916
gene-BB_RS00170		31550	32089	complete	NZ_ABJY02000011.1:28987-29526
gene-BB_RS00175		32157	34037	complete	NZ_ABJY02000011.1:29594-31474
gene-BB_RS00180		34037	35836	complete	NZ_ABJY02000011.1:31474-33273
gene-BB_RS00185		35857	36609	complete	NZ_ABJY02000011.1:33294-34046
gene-BB_RS00190		36606	38123	complete	NZ_ABJY02000011.1:34043-35560
gene-BB_RS00195		38136	39638	complete	NZ_ABJY02000011.1:35573-37075
gene-BB_RS00200		39826	40677	complete	NZ_ABJY02000011.1:37263-38114
gene-BB_RS00205		40761	41432	complete	NZ_ABJY02000011.1:38198-38869
gene-BB_RS00210		41443	42483	complete	NZ_ABJY02000011.1:38880-39920
gene-BB_RS00215		42480	42881	complete	NZ_ABJY02000011.1:39917-40318
gene-BB_RS00220		42907	45354	complete	NZ_ABJY02000011.1:40344-42791
gene-BB_RS00225		45446	45991	complete	NZ_ABJY02000011.1:42883-43428
gene-BB_RS00230		46011	46379	complete	NZ_ABJY02000011.1:43448-43816
gene-BB_RS00235		46530	46601	complete	NZ_ABJY02000011.1:43967-44038
rna-BB_RS00235		46530	46601	complete	NZ_ABJY02000011.1:43967-44038
exon-BB_RS00235-1		46530	46601	complete	NZ_ABJY02000011.1:43967-44038
gene-BB_RS00240		46688	47049	complete	NZ_ABJY02000011.1:44125-44486
rna-BB_RS00240		46688	47049	complete	NZ_ABJY02000011.1:44125-44486
exon-BB_RS00240-1		46688	47049	complete	NZ_ABJY02000011.1:44125-44486
gene-BB_RS00245		47167	47841	complete	NZ_ABJY02000011.1:44604-45278
gene-BB_RS00250		47917	48606	complete	NZ_ABJY02000011.1:45354-46043
gene-BB_RS00255		48603	49259	complete	NZ_ABJY02000011.1:46040-46696
gene-BB_RS00260		49341	50012	complete	NZ_ABJY02000011.1:46778-47449
gene-BB_RS00265		50112	50474	complete	NZ_ABJY02000011.1:47549-47911
gene-BB_RS00270		50490	51251	complete	NZ_ABJY02000011.1:47927-48688
gene-BB_RS00275		51253	52434	complete	NZ_ABJY02000011.1:48690-49871
gene-BB_RS00280		52454	53461	complete	NZ_ABJY02000011.1:49891-50898
gene-BB_RS00285		53534	55504	complete	NZ_ABJY02000011.1:50971-52941
gene-BB_RS00290		55501	56280	complete	NZ_ABJY02000011.1:52938-53717
gene-BB_RS00295		56281	56748	complete	NZ_ABJY02000011.1:53718-54185
gene-BB_RS00300		56832	57185	complete	NZ_ABJY02000011.1:54269-54622
gene-BB_RS00305		57259	57975	complete	NZ_ABJY02000011.1:54696-55412
gene-BB_RS00310		58029	59036	complete	NZ_ABJY02000011.1:55466-56473
gene-BB_RS00315		59101	60039	complete	NZ_ABJY02000011.1:56538-57476
gene-BB_RS00320		60036	60533	complete	NZ_ABJY02000011.1:57473-57970
gene-BB_RS00325		60568	61257	complete	NZ_ABJY02000011.1:58005-58694
gene-BB_RS00330		61254	63032	complete	NZ_ABJY02000011.1:58691-60469
gene-BB_RS00335		63147	64028	complete	NZ_ABJY02000011.1:60584-61465
gene-BB_RS00340		64038	65276	complete	NZ_ABJY02000011.1:61475-62713
gene-BB_RS00345		65291	65752	complete	NZ_ABJY02000011.1:62728-63189
gene-BB_RS00350		65768	67240	complete	NZ_ABJY02000011.1:63205-64677
gene-BB_RS00355		67248	69569	complete	NZ_ABJY02000011.1:64685-67006
