ID or #		Start	End	Type	Contig
==================================================
NC_001318.1:1..910724		1	910724	partial	CP124108.1:3-902630
gene-BB_RS00005		105	677	complete	CP124108.1:104-676
gene-BB_RS00010		768	1796	complete	CP124108.1:767-1795
gene-BB_RS00015		1784	3249	complete	CP124108.1:1783-3248
gene-BB_RS00020		3395	5188	complete	CP124108.1:3394-5187
gene-BB_RS00025		5251	6306	complete	CP124108.1:5250-6305
gene-BB_RS00030		6309	7397	complete	CP124108.1:6308-7396
gene-BB_RS00035		7458	8315	complete	CP124108.1:7457-8314
gene-BB_RS00040		8427	9197	complete	CP124108.1:8426-9196
gene-BB_RS00045		9202	10206	complete	CP124108.1:9201-10205
gene-BB_RS00050		10203	10577	complete	CP124108.1:10202-10576
gene-BB_RS00055		10581	11420	complete	CP124108.1:10580-11419
gene-BB_RS00060		11421	12161	complete	CP124108.1:11420-12160
gene-BB_RS00065		12154	12753	complete	CP124108.1:12153-12752
gene-BB_RS00070		12746	14728	complete	CP124108.1:12745-14727
gene-BB_RS00075		14725	15345	complete	CP124108.1:14724-15344
gene-BB_RS00080		15345	15716	complete	CP124108.1:15344-15715
gene-BB_RS00085		15845	16804	complete	CP124108.1:15844-16803
gene-BB_RS00090		16807	17787	complete	CP124108.1:16806-17786
gene-BB_RS00095		17792	18304	complete	CP124108.1:17791-18303
gene-BB_RS00100		18312	19979	complete	CP124108.1:18311-19978
gene-BB_RS00105		20051	21083	complete	CP124108.1:20050-21082
gene-BB_RS00110		21058	22101	complete	CP124108.1:21057-22100
gene-BB_RS00115		22146	22739	complete	CP124108.1:22145-22738
gene-BB_RS00120		22819	23958	complete	CP124108.1:22818-23957
gene-BB_RS00125		23965	24696	complete	CP124108.1:23964-24695
gene-BB_RS00130		24697	25602	complete	CP124108.1:24696-25601
gene-BB_RS00135		25753	26391	complete	CP124108.1:25752-26390
gene-BB_RS00140		26399	27448	complete	CP124108.1:26398-27447
gene-BB_RS00145		27434	27865	complete	CP124108.1:27433-27864
gene-BB_RS00150		27855	28490	complete	CP124108.1:27854-28489
gene-BB_RS00155		28492	29472	complete	CP124108.1:28491-29471
gene-BB_RS00160		29543	31015	complete	CP124108.1:29542-31014
gene-BB_RS00165		31027	31479	complete	CP124108.1:31026-31478
gene-BB_RS00170		31550	32089	complete	CP124108.1:31549-32088
gene-BB_RS00175		32157	34037	complete	CP124108.1:32156-34036
gene-BB_RS00180		34037	35836	complete	CP124108.1:34036-35835
gene-BB_RS00185		35857	36609	complete	CP124108.1:35856-36608
gene-BB_RS00190		36606	38123	complete	CP124108.1:36605-38122
gene-BB_RS00195		38136	39638	complete	CP124108.1:38135-39637
gene-BB_RS00200		39826	40677	complete	CP124108.1:39825-40676
gene-BB_RS00205		40761	41432	complete	CP124108.1:40760-41431
gene-BB_RS00210		41443	42483	complete	CP124108.1:41442-42482
gene-BB_RS00215		42480	42881	complete	CP124108.1:42479-42880
gene-BB_RS00220		42907	45354	complete	CP124108.1:42906-45353
gene-BB_RS00225		45446	45991	complete	CP124108.1:45445-45990
gene-BB_RS00230		46011	46379	complete	CP124108.1:46010-46378
gene-BB_RS00235		46530	46601	complete	CP124108.1:46529-46600
rna-BB_RS00235		46530	46601	complete	CP124108.1:46529-46600
exon-BB_RS00235-1		46530	46601	complete	CP124108.1:46529-46600
gene-BB_RS00240		46688	47049	complete	CP124108.1:46687-47048
rna-BB_RS00240		46688	47049	complete	CP124108.1:46687-47048
exon-BB_RS00240-1		46688	47049	complete	CP124108.1:46687-47048
gene-BB_RS00245		47167	47841	complete	CP124108.1:47166-47840
gene-BB_RS00250		47917	48606	complete	CP124108.1:47916-48605
gene-BB_RS00255		48603	49259	complete	CP124108.1:48602-49258
gene-BB_RS00260		49341	50012	complete	CP124108.1:49340-50011
gene-BB_RS00265		50112	50474	complete	CP124108.1:50111-50473
gene-BB_RS00270		50490	51251	complete	CP124108.1:50489-51250
gene-BB_RS00275		51253	52434	complete	CP124108.1:51252-52433
gene-BB_RS00280		52454	53461	complete	CP124108.1:52453-53460
gene-BB_RS00285		53534	55504	complete	CP124108.1:53533-55503
gene-BB_RS00290		55501	56280	complete	CP124108.1:55500-56279
gene-BB_RS00295		56281	56748	complete	CP124108.1:56280-56747
gene-BB_RS00300		56832	57185	complete	CP124108.1:56831-57184
gene-BB_RS00305		57259	57975	complete	CP124108.1:57258-57974
