ID or #		Start	End	Type	Contig
==================================================
NC_001318.1:1..910724		1	910724	partial	CP132441.1:12-12151,CP132441.1:13396-35660,CP132441.1:36854-63364,CP132441.1:65451-83838,CP132441.1:86606-108307,CP132441.1:109616-135158,CP132441.1:138118-249755,CP132441.1:251649-331756,CP132441.1:333664-359133,CP132441.1:359505-400512,CP132441.1:402383-477943,CP132441.1:484166-489638,CP132441.1:490700-493187,CP132441.1:493701-582892,CP132441.1:586655-614720,CP132441.1:615523-622056,CP132441.1:622519-625149,CP132441.1:628470-675547,CP132441.1:677164-693979,CP132441.1:696249-725569,CP132441.1:726991-754809,CP132441.1:758239-869780,CP132441.1:870805-881265,CP132441.1:883572-904680,CP132441.1:904681-908249
gene-BB_RS00005		105	677	complete	CP132441.1:74-646
gene-BB_RS00010		768	1796	complete	CP132441.1:737-1765
gene-BB_RS00015		1784	3249	complete	CP132441.1:1753-3218
gene-BB_RS00020		3395	5188	complete	CP132441.1:3364-5157
gene-BB_RS00025		5251	6306	complete	CP132441.1:5220-6275
gene-BB_RS00030		6309	7397	complete	CP132441.1:6278-7366
gene-BB_RS00035		7458	8315	complete	CP132441.1:7427-8284
gene-BB_RS00040		8427	9197	complete	CP132441.1:8396-9166
gene-BB_RS00045		9202	10206	complete	CP132441.1:9171-10175
gene-BB_RS00050		10203	10577	complete	CP132441.1:10172-10546
gene-BB_RS00055		10581	11420	complete	CP132441.1:10550-11389
gene-BB_RS00060		11421	12161	complete	CP132441.1:11390-12130
gene-BB_RS00070		12746	14728	partial	CP132441.1:13396-14717
gene-BB_RS00075		14725	15345	complete	CP132441.1:14714-15334
gene-BB_RS00080		15345	15716	complete	CP132441.1:15334-15705
gene-BB_RS00085		15845	16804	complete	CP132441.1:15834-16793
gene-BB_RS00090		16807	17787	complete	CP132441.1:16796-17776
gene-BB_RS00095		17792	18304	complete	CP132441.1:17781-18293
gene-BB_RS00100		18312	19979	complete	CP132441.1:18301-19968
gene-BB_RS00105		20051	21083	complete	CP132441.1:20040-21072
gene-BB_RS00110		21058	22101	complete	CP132441.1:21047-22090
gene-BB_RS00115		22146	22739	complete	CP132441.1:22135-22728
gene-BB_RS00120		22819	23958	complete	CP132441.1:22808-23947
gene-BB_RS00125		23965	24696	complete	CP132441.1:23954-24685
gene-BB_RS00130		24697	25602	complete	CP132441.1:24686-25591
gene-BB_RS00135		25753	26391	complete	CP132441.1:25742-26380
gene-BB_RS00140		26399	27448	complete	CP132441.1:26388-27437
gene-BB_RS00145		27434	27865	complete	CP132441.1:27423-27854
gene-BB_RS00150		27855	28490	complete	CP132441.1:27844-28479
gene-BB_RS00155		28492	29472	complete	CP132441.1:28481-29461
gene-BB_RS00160		29543	31015	complete	CP132441.1:29532-31004
gene-BB_RS00165		31027	31479	complete	CP132441.1:31016-31468
gene-BB_RS00170		31550	32089	complete	CP132441.1:31539-32078
gene-BB_RS00175		32157	34037	complete	CP132441.1:32146-34026
gene-BB_RS00180		34037	35836	partial	CP132441.1:34026-35660
gene-BB_RS00190		36606	38123	partial	CP132441.1:36854-38109
gene-BB_RS00195		38136	39638	complete	CP132441.1:38122-39624
gene-BB_RS00200		39826	40677	complete	CP132441.1:39812-40663
gene-BB_RS00205		40761	41432	complete	CP132441.1:40747-41418
gene-BB_RS00210		41443	42483	complete	CP132441.1:41429-42469
gene-BB_RS00215		42480	42881	complete	CP132441.1:42466-42867
gene-BB_RS00220		42907	45354	complete	CP132441.1:42893-45340
gene-BB_RS00225		45446	45991	complete	CP132441.1:45432-45977
gene-BB_RS00230		46011	46379	complete	CP132441.1:45997-46365
gene-BB_RS00235		46530	46601	complete	CP132441.1:46516-46587
rna-BB_RS00235		46530	46601	complete	CP132441.1:46516-46587
exon-BB_RS00235-1		46530	46601	complete	CP132441.1:46516-46587
gene-BB_RS00240		46688	47049	complete	CP132441.1:46674-47035
rna-BB_RS00240		46688	47049	complete	CP132441.1:46674-47035
exon-BB_RS00240-1		46688	47049	complete	CP132441.1:46674-47035
gene-BB_RS00245		47167	47841	complete	CP132441.1:47153-47827
gene-BB_RS00250		47917	48606	complete	CP132441.1:47903-48592
gene-BB_RS00255		48603	49259	complete	CP132441.1:48589-49245
gene-BB_RS00260		49341	50012	complete	CP132441.1:49327-49998
gene-BB_RS00265		50112	50474	complete	CP132441.1:50098-50460
gene-BB_RS00270		50490	51251	complete	CP132441.1:50476-51237
gene-BB_RS00275		51253	52434	complete	CP132441.1:51239-52420
gene-BB_RS00280		52454	53461	complete	CP132441.1:52440-53447
gene-BB_RS00285		53534	55504	complete	CP132441.1:53520-55490
gene-BB_RS00290		55501	56280	complete	CP132441.1:55487-56266
gene-BB_RS00295		56281	56748	complete	CP132441.1:56267-56734
gene-BB_RS00300		56832	57185	complete	CP132441.1:56818-57171
gene-BB_RS00305		57259	57975	complete	CP132441.1:57245-57961
gene-BB_RS00310		58029	59036	complete	CP132441.1:58015-59022
gene-BB_RS00315		59101	60039	complete	CP132441.1:59087-60025
gene-BB_RS00320		60036	60533	complete	CP132441.1:60022-60519
gene-BB_RS00325		60568	61257	complete	CP132441.1:60554-61243
gene-BB_RS00330		61254	63032	complete	CP132441.1:61240-63018
gene-BB_RS00335		63147	64028	partial	CP132441.1:63133-63364
gene-BB_RS00345		65291	65752	partial	CP132441.1:65451-65742
gene-BB_RS00350		65768	67240	complete	CP132441.1:65758-67230
gene-BB_RS00355		67248	69569	complete	CP132441.1:67238-69559
gene-BB_RS00360		69566	70126	complete	CP132441.1:69556-70116
gene-BB_RS00365		70142	71219	complete	CP132441.1:70132-71209
