gene_id	start	end	strand	protein_length	gene_description	hmmer_E_value/Estw_score	TAS_info	tasmania_hmm_cluster_id	HMM_ID	Process	operon_structure
>NODE_100_length_481_cov_230.591584_1	2	481	-1	159	ParB-like nuclease domain	5.8e-06	A	TASMANIA.A25	A.17865	Hmmer_genes	?A?
>NODE_13_length_10946_cov_250.657650_2	1230	1832	-1	200	ParB-like nuclease domain	1e-05	A	TASMANIA.A1	A.678	Hmmer_genes	?xAx
>NODE_16_length_9673_cov_451.747186_3	2241	2801	-1	186	"ParE toxin of type II toxin-antitoxin system, parDE"	4.8e-06	T	TASMANIA.T9	T.17579	Hmmer_genes	Txx
>NODE_1_length_462056_cov_128.086855_11	9679	10461	-1	260	ParB-like nuclease domain	4.8e-56	A	TASMANIA.A1	A.58457	Hmmer_genes	A
>NODE_1_length_462056_cov_128.086855_298	329572	329973	-1	133	ParB-like nuclease domain	2e-31	A	TASMANIA.A67	A.22745	Hmmer_genes	xxxAx
>NODE_1_length_462056_cov_128.086855_51	52685	53077	-1	130	PIN domain	5.9e-08	T	TASMANIA.T89	T.19597	Hmmer_genes	T
>NODE_20_length_7317_cov_261.422238_2	821	1090	1	89	RelB antitoxin	7.8e-06	A	TASMANIA.A11	A.21775	Hmmer_genes	?xA
>NODE_20_length_7317_cov_261.422238_5	6207	6476	-1	89	RelB antitoxin	7.8e-06	A	TASMANIA.A11	A.21775	Hmmer_genes	Ax?
>NODE_21_length_6879_cov_209.049397_5	6550	6879	1	109	ParB family	2.5e-06	A	TASMANIA.A21	A.65653	Hmmer_genes	A?
>NODE_25_length_5677_cov_229.715357_4	1023	1715	-1	230	"Bacterial toxin of type II toxin-antitoxin system, YafQ"	3e-05	T	TASMANIA.T4	T.51595	Hmmer_genes	?xxxTx
>NODE_2_length_221398_cov_130.182450_141	147451	147714	1	87	Hok/gef family	0.00044	T	TASMANIA.T11	T.23429	Hmmer_genes	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxTxxxxxxxxxx
>NODE_2_length_221398_cov_130.182450_76	84287	84562	1	91	Arc-like DNA binding domain	1.5e-06	A	TASMANIA.A31	A.55510	Hmmer_genes	xxxAxxxxx
>NODE_2_length_221398_cov_130.182450_91	101106	102002	1	298	"HigB_toxin, RelE-like toxic component of a toxin-antitoxin system"	4.5e-07	T	TASMANIA.T25	T.56188	Hmmer_genes	Txx
>NODE_2_length_221398_cov_130.182450_94	106000	106359	-1	119	RelB antitoxin	1.3e-07	A	TASMANIA.A116	A.58654	Hmmer_genes	Ax
>NODE_3_length_213241_cov_120.430129_171	182311	183792	-1	493	"Bacterial toxin of type II toxin-antitoxin system, YafQ"	0.00014	T	TASMANIA.T4	T.2200	Hmmer_genes	xT
>NODE_3_length_213241_cov_120.430129_80	89183	90838	1	551	RelB antitoxin	2e-06	A	TASMANIA.A11	A.36188	Hmmer_genes	xxxxxxAxxx
>NODE_4_length_53796_cov_154.147676_6	4460	5251	1	263	"ParE toxin of type II toxin-antitoxin system, parDE"	1.2e-05	T	TASMANIA.T9	T.17579	Hmmer_genes	T
>NODE_4_length_53796_cov_154.147676_60	48616	49089	1	157	"Antidote-toxin recognition MazE, bacterial antitoxin"	3.7e-07	A	TASMANIA.A120	A.61479	Hmmer_genes	A
>NODE_6_length_28546_cov_194.038814_1	230	817	-1	195	NikR C terminal nickel binding domain	7.4e-06	A	TASMANIA.A5	A.12688	Hmmer_genes	?Axxx
>NODE_7_length_25078_cov_226.749170_4	3738	4952	1	404	PIN domain	7.5e-06	T	TASMANIA.T109	T.34729	Hmmer_genes	xT
