ID or #		Start	End	Type	Contig
==================================================
NC_001318.1:1..910724		1	910724	partial	contig_1:910624-1
gene-BB_RS00005		105	677	complete	contig_1:910609-910037
gene-BB_RS00010		768	1796	complete	contig_1:909946-908918
gene-BB_RS00015		1784	3249	complete	contig_1:908930-907465
gene-BB_RS00020		3395	5188	complete	contig_1:907319-905526
gene-BB_RS00025		5251	6306	complete	contig_1:905463-904408
gene-BB_RS00030		6309	7397	complete	contig_1:904405-903317
gene-BB_RS00035		7458	8315	complete	contig_1:903256-902399
gene-BB_RS00040		8427	9197	complete	contig_1:902287-901517
gene-BB_RS00045		9202	10206	complete	contig_1:901512-900508
gene-BB_RS00050		10203	10577	complete	contig_1:900511-900137
gene-BB_RS00055		10581	11420	complete	contig_1:900133-899294
gene-BB_RS00060		11421	12161	complete	contig_1:899293-898553
gene-BB_RS00065		12154	12753	complete	contig_1:898560-897961
gene-BB_RS00070		12746	14728	complete	contig_1:897968-895986
gene-BB_RS00075		14725	15345	complete	contig_1:895989-895369
gene-BB_RS00080		15345	15716	complete	contig_1:895369-894998
gene-BB_RS00085		15845	16804	complete	contig_1:894869-893910
gene-BB_RS00090		16807	17787	complete	contig_1:893907-892927
gene-BB_RS00095		17792	18304	complete	contig_1:892922-892410
gene-BB_RS00100		18312	19979	complete	contig_1:892402-890735
gene-BB_RS00105		20051	21083	complete	contig_1:890663-889631
gene-BB_RS00110		21058	22101	complete	contig_1:889656-888613
gene-BB_RS00115		22146	22739	complete	contig_1:888568-887975
gene-BB_RS00120		22819	23958	complete	contig_1:887895-886756
gene-BB_RS00125		23965	24696	complete	contig_1:886749-886018
gene-BB_RS00130		24697	25602	complete	contig_1:886017-885112
gene-BB_RS00135		25753	26391	complete	contig_1:884961-884323
gene-BB_RS00140		26399	27448	complete	contig_1:884315-883266
gene-BB_RS00145		27434	27865	complete	contig_1:883280-882849
gene-BB_RS00150		27855	28490	complete	contig_1:882859-882224
gene-BB_RS00155		28492	29472	complete	contig_1:882222-881242
gene-BB_RS00160		29543	31015	complete	contig_1:881171-879699
gene-BB_RS00165		31027	31479	complete	contig_1:879687-879235
gene-BB_RS00170		31550	32089	complete	contig_1:879164-878625
gene-BB_RS00175		32157	34037	complete	contig_1:878557-876677
gene-BB_RS00180		34037	35836	complete	contig_1:876677-874878
gene-BB_RS00185		35857	36609	complete	contig_1:874857-874105
gene-BB_RS00190		36606	38123	complete	contig_1:874108-872591
gene-BB_RS00195		38136	39638	complete	contig_1:872578-871076
gene-BB_RS00200		39826	40677	complete	contig_1:870888-870037
gene-BB_RS00205		40761	41432	complete	contig_1:869953-869282
gene-BB_RS00210		41443	42483	complete	contig_1:869271-868231
gene-BB_RS00215		42480	42881	complete	contig_1:868234-867833
gene-BB_RS00220		42907	45354	complete	contig_1:867807-865360
gene-BB_RS00225		45446	45991	complete	contig_1:865268-864723
gene-BB_RS00230		46011	46379	complete	contig_1:864703-864335
gene-BB_RS00235		46530	46601	complete	contig_1:864184-864113
rna-BB_RS00235		46530	46601	complete	contig_1:864184-864113
exon-BB_RS00235-1		46530	46601	complete	contig_1:864184-864113
gene-BB_RS00240		46688	47049	complete	contig_1:864026-863665
rna-BB_RS00240		46688	47049	complete	contig_1:864026-863665
exon-BB_RS00240-1		46688	47049	complete	contig_1:864026-863665
gene-BB_RS00245		47167	47841	complete	contig_1:863547-862873
gene-BB_RS00250		47917	48606	complete	contig_1:862797-862108
gene-BB_RS00255		48603	49259	complete	contig_1:862111-861455
gene-BB_RS00260		49341	50012	complete	contig_1:861373-860702
gene-BB_RS00265		50112	50474	complete	contig_1:860602-860240
gene-BB_RS00270		50490	51251	complete	contig_1:860224-859463
gene-BB_RS00275		51253	52434	complete	contig_1:859461-858280
gene-BB_RS00280		52454	53461	complete	contig_1:858260-857253
gene-BB_RS00285		53534	55504	complete	contig_1:857180-855210
gene-BB_RS00290		55501	56280	complete	contig_1:855213-854434
gene-BB_RS00295		56281	56748	complete	contig_1:854433-853966
gene-BB_RS00300		56832	57185	complete	contig_1:853882-853529
gene-BB_RS00305		57259	57975	complete	contig_1:853455-852739
gene-BB_RS00310		58029	59036	complete	contig_1:852685-851678
gene-BB_RS00315		59101	60039	complete	contig_1:851613-850675
gene-BB_RS00320		60036	60533	complete	contig_1:850678-850181
gene-BB_RS00325		60568	61257	complete	contig_1:850146-849457
gene-BB_RS00330		61254	63032	complete	contig_1:849460-847682
gene-BB_RS00335		63147	64028	complete	contig_1:847567-846686
gene-BB_RS00340		64038	65276	complete	contig_1:846676-845438
gene-BB_RS00345		65291	65752	complete	contig_1:845423-844962
gene-BB_RS00350		65768	67240	complete	contig_1:844946-843474
gene-BB_RS00355		67248	69569	complete	contig_1:843466-841145
gene-BB_RS00360		69566	70126	complete	contig_1:841148-840588
gene-BB_RS00365		70142	71219	complete	contig_1:840572-839495
gene-BB_RS00370		71201	72610	complete	contig_1:839513-838104
gene-BB_RS00375		72647	73492	complete	contig_1:838067-837222
gene-BB_RS00380		73489	74517	complete	contig_1:837225-836197
gene-BB_RS00385		74518	75772	complete	contig_1:836196-834942
gene-BB_RS00390		75774	76454	complete	contig_1:834940-834260
gene-BB_RS00395		76451	77701	complete	contig_1:834263-833013
gene-BB_RS00400		77711	79009	complete	contig_1:833003-831705
gene-BB_RS00405		79002	79322	complete	contig_1:831712-831392
gene-BB_RS00410		79505	80773	complete	contig_1:831209-829941
gene-BB_RS00415		80983	81408	complete	contig_1:829731-829306
gene-BB_RS00420		81405	82940	complete	contig_1:829309-827774
gene-BB_RS00425		82970	83920	complete	contig_1:827744-826794
gene-BB_RS00430		84041	85840	complete	contig_1:826673-824874
gene-BB_RS00435		85880	86854	complete	contig_1:824834-823860
gene-BB_RS00440		86926	87360	complete	contig_1:823788-823354
gene-BB_RS00445		87377	89203	complete	contig_1:823337-821511
gene-BB_RS00450		89200	89808	complete	contig_1:821514-820906
gene-BB_RS00455		89811	91115	complete	contig_1:820903-819599
gene-BB_RS00460		91137	92864	complete	contig_1:819577-817850
gene-BB_RS00465		92878	93423	complete	contig_1:817836-817291
gene-BB_RS00470		93433	94032	complete	contig_1:817281-816682
gene-BB_RS00475		94219	94605	complete	contig_1:816495-816109
gene-BB_RS00480		94611	96953	complete	contig_1:816103-813761
gene-BB_RS00485		96943	97866	complete	contig_1:813771-812848
gene-BB_RS00490		97863	98648	complete	contig_1:812851-812066
gene-BB_RS00495		98817	100205	complete	contig_1:811897-810509
gene-BB_RS00500		100228	100749	complete	contig_1:810486-809965
