gene_id	start	end	strand	protein_length	gene_description	hmmer_E_value/Estw_score	TAS_info	tasmania_hmm_cluster_id	HMM_ID	Process	operon_structure	pop_structure
>contig000001_123	122309	123964	-1	551	0	antitoxin	5.4e-07	0	TASMANIA.A11	A.36188	xxx5.4e-07xxxxxx	xxx5.4e-07xxxxxx
>contig000001_265	287885	288148	-1	87	0	family	0.00044	0	TASMANIA.T11	T.23429	xxxxxxxxxx0.00044xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx	xxxxxxxxxx0.00044xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
>contig000001_312	329240	329599	1	119	0	antitoxin	1.3e-07	0	TASMANIA.A116	A.58654	x1.3e-07	x1.3e-07
>contig000001_315	333606	334502	-1	298	0	RelE-like	toxic	0	of	a	xxtoxic	xxtoxic
>contig000001_32	29362	30843	1	493	0	toxin	of	0	II	toxin-antitoxin	ofx	ofx
>contig000001_330	351031	351306	-1	91	0	DNA	binding	0	3.6e-06	A	xxxxxbindingxxx	xxxxxbindingxxx
>contig000001_417	451129	451911	-1	260	0	nuclease	domain	0	A	TASMANIA.A1	domain	domain
>contig000001_457	494136	494528	-1	130	0	domain	5.9e-08	0	TASMANIA.T89	T.19597	5.9e-08	5.9e-08
>contig000001_704	771108	771509	-1	133	0	nuclease	domain	0	A	TASMANIA.A67	xxxdomainx	xxxdomainx
>contig000004_6	4488	5279	1	263	0	toxin	of	0	II	toxin-antitoxin	of	of
>contig000004_60	48777	49250	1	157	0	recognition	MazE,	0	antitoxin"	3.1e-07	MazE,	MazE,
>contig000005_35	45085	45318	-1	77	0	Phd_YefM,	type	0	toxin-antitoxin	system"	typex	typex
>contig000014_18	14560	15120	-1	186	0	toxin	of	0	II	toxin-antitoxin	ofxxxx	ofxxxx
>contig000015_2	1167	1769	-1	200	0	nuclease	domain	0	A	TASMANIA.A1	?xdomainx	?xdomainx
>contig000015_25	24048	24740	-1	230	0	toxin	of	0	II	toxin-antitoxin	xxxxxxxxxxxxxxxxofx	xxxxxxxxxxxxxxxxofx
>contig000016_25	23205	24419	1	404	0	domain	6.1e-07	0	TASMANIA.T109	T.34729	x6.1e-07	x6.1e-07
>contig000017_17	19971	20219	-1	82	0	toxin	of	0	type	II	of	of
>contig000017_2	798	1067	1	89	0	antitoxin	6.7e-06	0	TASMANIA.A11	A.21775	?x6.7e-06	?x6.7e-06
>contig000017_5	6186	6455	-1	89	0	antitoxin	6.7e-06	0	TASMANIA.A11	A.21775	6.7e-06x	6.7e-06x
