ID or #		Start	End	Type	Contig
==================================================
NC_001318.1:1..910724		1	910724	partial	contig_1:1-434789,contig_17:1-3119,contig_3:108461-1,contig_2:1-342816,contig_14:1-12099,contig_14:12100-15669
gene-BB_RS00005		105	677	complete	contig_1:5-577
gene-BB_RS00010		768	1796	complete	contig_1:668-1696
gene-BB_RS00015		1784	3249	complete	contig_1:1684-3149
gene-BB_RS00020		3395	5188	complete	contig_1:3295-5088
gene-BB_RS00025		5251	6306	complete	contig_1:5151-6206
gene-BB_RS00030		6309	7397	complete	contig_1:6209-7297
gene-BB_RS00035		7458	8315	complete	contig_1:7358-8215
gene-BB_RS00040		8427	9197	complete	contig_1:8327-9097
gene-BB_RS00045		9202	10206	complete	contig_1:9102-10106
gene-BB_RS00050		10203	10577	complete	contig_1:10103-10477
gene-BB_RS00055		10581	11420	complete	contig_1:10481-11320
gene-BB_RS00060		11421	12161	complete	contig_1:11321-12061
gene-BB_RS00065		12154	12753	complete	contig_1:12054-12653
gene-BB_RS00070		12746	14728	complete	contig_1:12646-14628
gene-BB_RS00075		14725	15345	complete	contig_1:14625-15245
gene-BB_RS00080		15345	15716	complete	contig_1:15245-15616
gene-BB_RS00085		15845	16804	complete	contig_1:15745-16704
gene-BB_RS00090		16807	17787	complete	contig_1:16707-17687
gene-BB_RS00095		17792	18304	complete	contig_1:17692-18204
gene-BB_RS00100		18312	19979	complete	contig_1:18212-19879
gene-BB_RS00105		20051	21083	complete	contig_1:19951-20983
gene-BB_RS00110		21058	22101	complete	contig_1:20958-22001
gene-BB_RS00115		22146	22739	complete	contig_1:22046-22639
gene-BB_RS00120		22819	23958	complete	contig_1:22719-23858
gene-BB_RS00125		23965	24696	complete	contig_1:23865-24596
gene-BB_RS00130		24697	25602	complete	contig_1:24597-25502
gene-BB_RS00135		25753	26391	complete	contig_1:25653-26291
gene-BB_RS00140		26399	27448	complete	contig_1:26299-27348
gene-BB_RS00145		27434	27865	complete	contig_1:27334-27765
gene-BB_RS00150		27855	28490	complete	contig_1:27755-28390
gene-BB_RS00155		28492	29472	complete	contig_1:28392-29372
gene-BB_RS00160		29543	31015	complete	contig_1:29443-30915
