ID or #		Start	End	Type	Contig
==================================================
NC_001318.1:1..910724		1	910724	partial	NC_017418.1:1-902026
gene-BB_RS00005		105	677	partial	NC_017418.1:1-431
gene-BB_RS00010		768	1796	complete	NC_017418.1:522-1550
gene-BB_RS00015		1784	3249	complete	NC_017418.1:1538-3003
gene-BB_RS00020		3395	5188	complete	NC_017418.1:3149-4942
gene-BB_RS00025		5251	6306	complete	NC_017418.1:5005-6060
gene-BB_RS00030		6309	7397	complete	NC_017418.1:6063-7151
gene-BB_RS00035		7458	8315	complete	NC_017418.1:7212-8069
gene-BB_RS00040		8427	9197	complete	NC_017418.1:8181-8951
gene-BB_RS00045		9202	10206	complete	NC_017418.1:8956-9960
gene-BB_RS00050		10203	10577	complete	NC_017418.1:9957-10331
gene-BB_RS00055		10581	11420	complete	NC_017418.1:10335-11174
gene-BB_RS00060		11421	12161	complete	NC_017418.1:11175-11915
gene-BB_RS00065		12154	12753	complete	NC_017418.1:11908-12507
gene-BB_RS00070		12746	14728	complete	NC_017418.1:12500-14482
gene-BB_RS00075		14725	15345	complete	NC_017418.1:14479-15099
gene-BB_RS00080		15345	15716	complete	NC_017418.1:15099-15470
gene-BB_RS00085		15845	16804	complete	NC_017418.1:15599-16558
gene-BB_RS00090		16807	17787	complete	NC_017418.1:16561-17541
gene-BB_RS00095		17792	18304	complete	NC_017418.1:17546-18058
gene-BB_RS00100		18312	19979	complete	NC_017418.1:18066-19733
gene-BB_RS00105		20051	21083	complete	NC_017418.1:19805-20837
gene-BB_RS00110		21058	22101	complete	NC_017418.1:20812-21855
gene-BB_RS00115		22146	22739	complete	NC_017418.1:21900-22493
gene-BB_RS00120		22819	23958	complete	NC_017418.1:22573-23712
gene-BB_RS00125		23965	24696	complete	NC_017418.1:23719-24450
gene-BB_RS00130		24697	25602	complete	NC_017418.1:24451-25356
gene-BB_RS00135		25753	26391	complete	NC_017418.1:25507-26145
gene-BB_RS00140		26399	27448	complete	NC_017418.1:26153-27202
gene-BB_RS00145		27434	27865	complete	NC_017418.1:27188-27619
gene-BB_RS00150		27855	28490	complete	NC_017418.1:27609-28244
gene-BB_RS00155		28492	29472	complete	NC_017418.1:28246-29226
gene-BB_RS00160		29543	31015	complete	NC_017418.1:29297-30769
gene-BB_RS00165		31027	31479	complete	NC_017418.1:30781-31233
gene-BB_RS00170		31550	32089	complete	NC_017418.1:31304-31843
gene-BB_RS00175		32157	34037	complete	NC_017418.1:31911-33791
