gene_id	start	end	strand	protein_length	gene_description	hmmer_E_value/Estw_score	TAS_info	tasmania_hmm_cluster_id	HMM_ID	Process	operon_structure	pop_structure
>contig000001_123	122354	124009	-1	551	RelB antitoxin	5.4e-07	A	TASMANIA.A11	A.36188	Hmmer_genes	xxxAxxxxxx	xxxAxxxxxx
>contig000001_265	287614	287877	-1	87	Hok/gef family	0.00044	T	TASMANIA.T11	T.23429	Hmmer_genes	xxxxxxxxxxTxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx	xxxxxxxxxxTxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
>contig000001_312	328968	329327	1	119	RelB antitoxin	1.3e-07	A	TASMANIA.A116	A.58654	Hmmer_genes	xA	xA
>contig000001_315	333334	334230	-1	298	"HigB_toxin, RelE-like toxic component of a toxin-antitoxin system"	4.5e-07	T	TASMANIA.T25	T.56188	Hmmer_genes	xxT	xxT
>contig000001_32	29402	30883	1	493	"Bacterial toxin of type II toxin-antitoxin system, YafQ"	0.0004	T	TASMANIA.T4	T.2200	Hmmer_genes	Tx	Tx
>contig000001_330	350759	351034	-1	91	Arc-like DNA binding domain	3.6e-06	A	TASMANIA.A31	A.55510	Hmmer_genes	xxxxxAxxx	xxxxxAxxx
>contig000001_417	450859	451641	-1	260	ParB-like nuclease domain	1.8e-55	A	TASMANIA.A1	A.58457	Hmmer_genes	A	A
>contig000001_457	493866	494258	-1	130	PIN domain	2.1e-07	T	TASMANIA.T89	T.19597	Hmmer_genes	T	T
>contig000001_704	770825	771226	-1	133	ParB-like nuclease domain	2e-31	A	TASMANIA.A67	A.22745	Hmmer_genes	xxxAx	xxxAx
>contig000002_6	4395	5186	1	263	"ParE toxin of type II toxin-antitoxin system, parDE"	7.3e-05	T	TASMANIA.T9	T.17579	Hmmer_genes	T	T
>contig000008_9	8263	8496	1	77	"Antitoxin Phd_YefM, type II toxin-antitoxin system"	4.6e-06	A	TASMANIA.A45	A.59949	Hmmer_genes	xA	xA
>contig000011_24	21688	22902	1	404	PIN domain	6.1e-07	T	TASMANIA.T109	T.34729	Hmmer_genes	xT	xT
>contig000014_22	19070	19762	-1	230	"Bacterial toxin of type II toxin-antitoxin system, YafQ"	3e-05	T	TASMANIA.T4	T.51595	Hmmer_genes	xxxxxxxxxxxxxxxxTx	xxxxxxxxxxxxxxxxTx
>contig000015_17	19941	20189	-1	82	YoeB-like toxin of bacterial type II toxin-antitoxin system	2.7e-06	T	TASMANIA.T92	T.21922	Hmmer_genes	T	T
>contig000015_2	797	1066	1	89	RelB antitoxin	6.7e-06	A	TASMANIA.A11	A.21775	Hmmer_genes	?xA	?xA
>contig000015_5	6183	6452	-1	89	RelB antitoxin	6.7e-06	A	TASMANIA.A11	A.21775	Hmmer_genes	Ax	Ax
