ID or #		Start	End	Type	Contig
==================================================
NC_001318.1:1..910724		1	910724	partial	contig_1:12-904884
gene-BB_RS00005		105	677	complete	contig_1:74-646
gene-BB_RS00010		768	1796	complete	contig_1:737-1765
gene-BB_RS00015		1784	3249	complete	contig_1:1753-3218
gene-BB_RS00020		3395	5188	complete	contig_1:3364-5157
gene-BB_RS00025		5251	6306	complete	contig_1:5220-6275
gene-BB_RS00030		6309	7397	complete	contig_1:6278-7366
gene-BB_RS00035		7458	8315	complete	contig_1:7427-8284
gene-BB_RS00040		8427	9197	complete	contig_1:8396-9166
gene-BB_RS00045		9202	10206	complete	contig_1:9171-10175
gene-BB_RS00050		10203	10577	complete	contig_1:10172-10546
gene-BB_RS00055		10581	11420	complete	contig_1:10550-11389
gene-BB_RS00060		11421	12161	complete	contig_1:11390-12130
gene-BB_RS00065		12154	12753	complete	contig_1:12123-12722
gene-BB_RS00070		12746	14728	complete	contig_1:12715-14697
gene-BB_RS00075		14725	15345	complete	contig_1:14694-15314
gene-BB_RS00080		15345	15716	complete	contig_1:15314-15685
gene-BB_RS00085		15845	16804	complete	contig_1:15814-16773
gene-BB_RS00090		16807	17787	complete	contig_1:16776-17756
gene-BB_RS00095		17792	18304	complete	contig_1:17761-18273
gene-BB_RS00100		18312	19979	complete	contig_1:18281-19948
gene-BB_RS00105		20051	21083	complete	contig_1:20020-21052
gene-BB_RS00110		21058	22101	complete	contig_1:21027-22070
gene-BB_RS00115		22146	22739	complete	contig_1:22115-22708
gene-BB_RS00120		22819	23958	complete	contig_1:22788-23927
gene-BB_RS00125		23965	24696	complete	contig_1:23934-24665
gene-BB_RS00130		24697	25602	complete	contig_1:24666-25571
gene-BB_RS00135		25753	26391	complete	contig_1:25722-26360
gene-BB_RS00140		26399	27448	complete	contig_1:26368-27417
gene-BB_RS00145		27434	27865	complete	contig_1:27403-27834
gene-BB_RS00150		27855	28490	complete	contig_1:27824-28459
gene-BB_RS00155		28492	29472	complete	contig_1:28461-29441
gene-BB_RS00160		29543	31015	complete	contig_1:29512-30984
gene-BB_RS00165		31027	31479	complete	contig_1:30996-31448
gene-BB_RS00170		31550	32089	complete	contig_1:31519-32058
gene-BB_RS00175		32157	34037	complete	contig_1:32126-34006
