gene_id	start	end	strand	protein_length	gene_description	hmmer_E_value/Estw_score	TAS_info	tasmania_hmm_cluster_id	HMM_ID	Process	operon_structure
>NODE_134_length_503_cov_63.833333_1	1	501	1	166	ParB-like nuclease domain	6.4e-06	A	TASMANIA.A25	A.17865	Hmmer_genes	?A?
>NODE_15_length_8361_cov_73.491791_5	4010	4702	-1	230	"Bacterial toxin of type II toxin-antitoxin system, YafQ"	3e-05	T	TASMANIA.T4	T.51595	Hmmer_genes	?xxxxTx
>NODE_17_length_7312_cov_61.719419_2	829	1098	1	89	RelB antitoxin	6.7e-06	A	TASMANIA.A11	A.21775	Hmmer_genes	?xA
>NODE_17_length_7312_cov_61.719419_5	6215	6484	-1	89	RelB antitoxin	6.7e-06	A	TASMANIA.A11	A.21775	Hmmer_genes	Ax?
>NODE_1_length_461948_cov_34.770795_11	9675	10457	-1	260	ParB-like nuclease domain	1.8e-55	A	TASMANIA.A1	A.58457	Hmmer_genes	A
>NODE_1_length_461948_cov_34.770795_298	329586	329987	-1	133	ParB-like nuclease domain	2e-31	A	TASMANIA.A67	A.22745	Hmmer_genes	xxxAx
>NODE_1_length_461948_cov_34.770795_51	52682	53074	-1	130	PIN domain	2.1e-07	T	TASMANIA.T89	T.19597	Hmmer_genes	T
>NODE_22_length_5418_cov_44.878113_6	4460	5251	1	263	"ParE toxin of type II toxin-antitoxin system, parDE"	7.3e-05	T	TASMANIA.T9	T.17579	Hmmer_genes	T?
>NODE_2_length_221087_cov_35.654378_141	147098	147361	1	87	Hok/gef family	0.00044	T	TASMANIA.T11	T.23429	Hmmer_genes	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxTxxxxxxxxxx
>NODE_2_length_221087_cov_35.654378_76	83941	84216	1	91	Arc-like DNA binding domain	3.6e-06	A	TASMANIA.A31	A.55510	Hmmer_genes	xxxAxxxxx
>NODE_2_length_221087_cov_35.654378_91	100745	101641	1	298	"HigB_toxin, RelE-like toxic component of a toxin-antitoxin system"	4.5e-07	T	TASMANIA.T25	T.56188	Hmmer_genes	Txx
>NODE_2_length_221087_cov_35.654378_94	105648	106007	-1	119	RelB antitoxin	1.3e-07	A	TASMANIA.A116	A.58654	Hmmer_genes	Ax
>NODE_3_length_213181_cov_33.315090_171	182268	183749	-1	493	"Bacterial toxin of type II toxin-antitoxin system, YafQ"	0.0004	T	TASMANIA.T4	T.2200	Hmmer_genes	xT
>NODE_3_length_213181_cov_33.315090_80	89142	90797	1	551	RelB antitoxin	5.4e-07	A	TASMANIA.A11	A.36188	Hmmer_genes	xxxxxxAxxx
>NODE_5_length_26591_cov_51.602964_2	1800	3014	1	404	PIN domain	6.1e-07	T	TASMANIA.T109	T.34729	Hmmer_genes	?xT
>NODE_7_length_14168_cov_72.916046_16	13872	14105	-1	77	"Antitoxin Phd_YefM, type II toxin-antitoxin system"	4.6e-06	A	TASMANIA.A45	A.59949	Hmmer_genes	A?
>NODE_8_length_14167_cov_64.628531_11	12496	12744	-1	82	YoeB-like toxin of bacterial type II toxin-antitoxin system	2.7e-06	T	TASMANIA.T92	T.21922	Hmmer_genes	T
