ID or #		Start	End	Type	Contig
==================================================
NC_001318.1:1..910724		1	910724	partial	contig_1:18-904664,contig_12:18482-19182,contig_12:19181-24648
gene-BB_RS00005		105	677	complete	contig_1:80-652
gene-BB_RS00010		768	1796	complete	contig_1:743-1771
gene-BB_RS00015		1784	3249	complete	contig_1:1759-3224
gene-BB_RS00020		3395	5188	complete	contig_1:3370-5163
gene-BB_RS00025		5251	6306	complete	contig_1:5226-6281
gene-BB_RS00030		6309	7397	complete	contig_1:6284-7372
gene-BB_RS00035		7458	8315	complete	contig_1:7433-8290
gene-BB_RS00040		8427	9197	complete	contig_1:8402-9172
gene-BB_RS00045		9202	10206	complete	contig_1:9177-10181
gene-BB_RS00050		10203	10577	complete	contig_1:10178-10552
gene-BB_RS00055		10581	11420	complete	contig_1:10556-11395
gene-BB_RS00060		11421	12161	complete	contig_1:11396-12136
gene-BB_RS00065		12154	12753	complete	contig_1:12129-12728
gene-BB_RS00070		12746	14728	complete	contig_1:12721-14703
gene-BB_RS00075		14725	15345	complete	contig_1:14700-15320
gene-BB_RS00080		15345	15716	complete	contig_1:15320-15691
gene-BB_RS00085		15845	16804	complete	contig_1:15820-16779
gene-BB_RS00090		16807	17787	complete	contig_1:16782-17762
gene-BB_RS00095		17792	18304	complete	contig_1:17767-18279
gene-BB_RS00100		18312	19979	complete	contig_1:18287-19954
gene-BB_RS00105		20051	21083	complete	contig_1:20026-21058
gene-BB_RS00110		21058	22101	complete	contig_1:21033-22076
gene-BB_RS00115		22146	22739	complete	contig_1:22121-22714
gene-BB_RS00120		22819	23958	complete	contig_1:22794-23933
gene-BB_RS00125		23965	24696	complete	contig_1:23940-24671
gene-BB_RS00130		24697	25602	complete	contig_1:24672-25577
gene-BB_RS00135		25753	26391	complete	contig_1:25728-26366
gene-BB_RS00140		26399	27448	complete	contig_1:26374-27423
gene-BB_RS00145		27434	27865	complete	contig_1:27409-27840
gene-BB_RS00150		27855	28490	complete	contig_1:27830-28465
gene-BB_RS00155		28492	29472	complete	contig_1:28467-29447
gene-BB_RS00160		29543	31015	complete	contig_1:29518-30990
gene-BB_RS00165		31027	31479	complete	contig_1:31002-31454
gene-BB_RS00170		31550	32089	complete	contig_1:31525-32064
gene-BB_RS00175		32157	34037	complete	contig_1:32132-34012
gene-BB_RS00180		34037	35836	complete	contig_1:34012-35811
gene-BB_RS00185		35857	36609	complete	contig_1:35832-36584
gene-BB_RS00190		36606	38123	complete	contig_1:36581-38098
gene-BB_RS00195		38136	39638	complete	contig_1:38111-39613
gene-BB_RS00200		39826	40677	complete	contig_1:39801-40652
gene-BB_RS00205		40761	41432	complete	contig_1:40736-41407
gene-BB_RS00210		41443	42483	complete	contig_1:41418-42458
gene-BB_RS00215		42480	42881	complete	contig_1:42455-42856
gene-BB_RS00220		42907	45354	complete	contig_1:42882-45329
gene-BB_RS00225		45446	45991	complete	contig_1:45421-45966
gene-BB_RS00230		46011	46379	complete	contig_1:45986-46354
gene-BB_RS00235		46530	46601	complete	contig_1:46505-46576
rna-BB_RS00235		46530	46601	complete	contig_1:46505-46576
exon-BB_RS00235-1		46530	46601	complete	contig_1:46505-46576
gene-BB_RS00240		46688	47049	complete	contig_1:46663-47024
rna-BB_RS00240		46688	47049	complete	contig_1:46663-47024
exon-BB_RS00240-1		46688	47049	complete	contig_1:46663-47024
gene-BB_RS00245		47167	47841	complete	contig_1:47142-47816
gene-BB_RS00250		47917	48606	complete	contig_1:47892-48581
gene-BB_RS00255		48603	49259	complete	contig_1:48578-49234
gene-BB_RS00260		49341	50012	complete	contig_1:49316-49987
gene-BB_RS00265		50112	50474	complete	contig_1:50087-50449
gene-BB_RS00270		50490	51251	complete	contig_1:50465-51226
gene-BB_RS00275		51253	52434	complete	contig_1:51228-52409
gene-BB_RS00280		52454	53461	complete	contig_1:52429-53436
gene-BB_RS00285		53534	55504	complete	contig_1:53509-55479
gene-BB_RS00290		55501	56280	complete	contig_1:55476-56255
gene-BB_RS00295		56281	56748	complete	contig_1:56256-56723
gene-BB_RS00300		56832	57185	complete	contig_1:56807-57160
gene-BB_RS00305		57259	57975	complete	contig_1:57234-57950
gene-BB_RS00310		58029	59036	complete	contig_1:58004-59011
gene-BB_RS00315		59101	60039	complete	contig_1:59076-60014
gene-BB_RS00320		60036	60533	complete	contig_1:60011-60508
gene-BB_RS00325		60568	61257	complete	contig_1:60543-61232
gene-BB_RS00330		61254	63032	complete	contig_1:61229-63007
gene-BB_RS00335		63147	64028	complete	contig_1:63122-64003
gene-BB_RS00340		64038	65276	complete	contig_1:64013-65251
gene-BB_RS00345		65291	65752	complete	contig_1:65266-65727
gene-BB_RS00350		65768	67240	complete	contig_1:65743-67215
gene-BB_RS00355		67248	69569	complete	contig_1:67223-69544
gene-BB_RS00360		69566	70126	complete	contig_1:69541-70101
gene-BB_RS00365		70142	71219	complete	contig_1:70117-71194
gene-BB_RS00370		71201	72610	complete	contig_1:71176-72585
gene-BB_RS00375		72647	73492	complete	contig_1:72622-73467
gene-BB_RS00380		73489	74517	complete	contig_1:73464-74492
gene-BB_RS00385		74518	75772	complete	contig_1:74493-75747
