ID or #		Start	End	Type	Contig
==================================================
NC_001318.1:1..910724		1	910724	partial	contig_1:1-910664
gene-BB_RS00005		105	677	complete	contig_1:36-608
gene-BB_RS00010		768	1796	complete	contig_1:699-1727
gene-BB_RS00015		1784	3249	complete	contig_1:1715-3180
gene-BB_RS00020		3395	5188	complete	contig_1:3326-5119
gene-BB_RS00025		5251	6306	complete	contig_1:5182-6237
gene-BB_RS00030		6309	7397	complete	contig_1:6240-7328
gene-BB_RS00035		7458	8315	complete	contig_1:7389-8246
gene-BB_RS00040		8427	9197	complete	contig_1:8358-9128
gene-BB_RS00045		9202	10206	complete	contig_1:9133-10137
gene-BB_RS00050		10203	10577	complete	contig_1:10134-10508
gene-BB_RS00055		10581	11420	complete	contig_1:10512-11351
gene-BB_RS00060		11421	12161	complete	contig_1:11352-12092
gene-BB_RS00065		12154	12753	complete	contig_1:12085-12684
gene-BB_RS00070		12746	14728	complete	contig_1:12677-14659
gene-BB_RS00075		14725	15345	complete	contig_1:14656-15276
gene-BB_RS00080		15345	15716	complete	contig_1:15276-15647
gene-BB_RS00085		15845	16804	complete	contig_1:15776-16735
gene-BB_RS00090		16807	17787	complete	contig_1:16738-17718
gene-BB_RS00095		17792	18304	complete	contig_1:17723-18235
gene-BB_RS00100		18312	19979	complete	contig_1:18243-19910
gene-BB_RS00105		20051	21083	complete	contig_1:19982-21014
gene-BB_RS00110		21058	22101	complete	contig_1:20989-22032
gene-BB_RS00115		22146	22739	complete	contig_1:22077-22670
gene-BB_RS00120		22819	23958	complete	contig_1:22750-23889
gene-BB_RS00125		23965	24696	complete	contig_1:23896-24627
gene-BB_RS00130		24697	25602	complete	contig_1:24628-25533
gene-BB_RS00135		25753	26391	complete	contig_1:25684-26322
gene-BB_RS00140		26399	27448	complete	contig_1:26330-27379
gene-BB_RS00145		27434	27865	complete	contig_1:27365-27796
gene-BB_RS00150		27855	28490	complete	contig_1:27786-28421
gene-BB_RS00155		28492	29472	complete	contig_1:28423-29403
gene-BB_RS00160		29543	31015	complete	contig_1:29474-30946
gene-BB_RS00165		31027	31479	complete	contig_1:30958-31410
gene-BB_RS00170		31550	32089	complete	contig_1:31481-32020
gene-BB_RS00175		32157	34037	complete	contig_1:32088-33968
gene-BB_RS00180		34037	35836	complete	contig_1:33968-35767
gene-BB_RS00185		35857	36609	complete	contig_1:35788-36540
gene-BB_RS00190		36606	38123	complete	contig_1:36537-38054
gene-BB_RS00195		38136	39638	complete	contig_1:38067-39569
gene-BB_RS00200		39826	40677	complete	contig_1:39757-40608
gene-BB_RS00205		40761	41432	complete	contig_1:40692-41363
gene-BB_RS00210		41443	42483	complete	contig_1:41374-42414
gene-BB_RS00215		42480	42881	complete	contig_1:42411-42812
gene-BB_RS00220		42907	45354	complete	contig_1:42838-45285
gene-BB_RS00225		45446	45991	complete	contig_1:45377-45922
gene-BB_RS00230		46011	46379	complete	contig_1:45942-46310
gene-BB_RS00235		46530	46601	complete	contig_1:46461-46532
rna-BB_RS00235		46530	46601	complete	contig_1:46461-46532
exon-BB_RS00235-1		46530	46601	complete	contig_1:46461-46532
gene-BB_RS00240		46688	47049	complete	contig_1:46619-46980
rna-BB_RS00240		46688	47049	complete	contig_1:46619-46980
exon-BB_RS00240-1		46688	47049	complete	contig_1:46619-46980
gene-BB_RS00245		47167	47841	complete	contig_1:47098-47772
gene-BB_RS00250		47917	48606	complete	contig_1:47848-48537
gene-BB_RS00255		48603	49259	complete	contig_1:48534-49190
gene-BB_RS00260		49341	50012	complete	contig_1:49272-49943
gene-BB_RS00265		50112	50474	complete	contig_1:50043-50405
