ID or #		Start	End	Type	Contig
==================================================
NC_001318.1:1..910724		1	910724	partial	contig_1:903272-205
gene-BB_RS00005		105	677	complete	contig_1:903178-902606
gene-BB_RS00010		768	1796	complete	contig_1:902515-901487
gene-BB_RS00015		1784	3249	complete	contig_1:901499-900034
gene-BB_RS00020		3395	5188	complete	contig_1:899888-898095
gene-BB_RS00025		5251	6306	complete	contig_1:898032-896977
gene-BB_RS00030		6309	7397	complete	contig_1:896974-895886
gene-BB_RS00035		7458	8315	complete	contig_1:895825-894968
gene-BB_RS00040		8427	9197	complete	contig_1:894856-894086
gene-BB_RS00045		9202	10206	complete	contig_1:894081-893077
gene-BB_RS00050		10203	10577	complete	contig_1:893080-892706
gene-BB_RS00055		10581	11420	complete	contig_1:892702-891863
gene-BB_RS00060		11421	12161	complete	contig_1:891862-891122
gene-BB_RS00065		12154	12753	complete	contig_1:891129-890530
gene-BB_RS00070		12746	14728	complete	contig_1:890537-888555
gene-BB_RS00075		14725	15345	complete	contig_1:888558-887938
gene-BB_RS00080		15345	15716	complete	contig_1:887938-887567
gene-BB_RS00085		15845	16804	complete	contig_1:887438-886479
gene-BB_RS00090		16807	17787	complete	contig_1:886476-885496
gene-BB_RS00095		17792	18304	complete	contig_1:885491-884979
gene-BB_RS00100		18312	19979	complete	contig_1:884971-883304
gene-BB_RS00105		20051	21083	complete	contig_1:883232-882200
gene-BB_RS00110		21058	22101	complete	contig_1:882225-881182
gene-BB_RS00115		22146	22739	complete	contig_1:881137-880544
gene-BB_RS00120		22819	23958	complete	contig_1:880464-879325
gene-BB_RS00125		23965	24696	complete	contig_1:879318-878587
gene-BB_RS00130		24697	25602	complete	contig_1:878586-877681
gene-BB_RS00135		25753	26391	complete	contig_1:877530-876892
gene-BB_RS00140		26399	27448	complete	contig_1:876884-875835
gene-BB_RS00145		27434	27865	complete	contig_1:875849-875418
gene-BB_RS00150		27855	28490	complete	contig_1:875428-874793
gene-BB_RS00155		28492	29472	complete	contig_1:874791-873811
