ID or #		Start	End	Type	Contig
==================================================
NC_001318.1:1..910724		1	910724	partial	NZ_ABCW02000004.1:170966-1,NZ_ABCW02000003.1:1-471194,NZ_ABCW02000002.1:1-179558,NZ_ABCW02000001.1:1-87383
gene-BB_RS00005		105	677	complete	NZ_ABCW02000004.1:170892-170320
gene-BB_RS00010		768	1796	complete	NZ_ABCW02000004.1:170229-169201
gene-BB_RS00015		1784	3249	complete	NZ_ABCW02000004.1:169213-167748
gene-BB_RS00020		3395	5188	complete	NZ_ABCW02000004.1:167602-165809
gene-BB_RS00025		5251	6306	complete	NZ_ABCW02000004.1:165746-164691
gene-BB_RS00030		6309	7397	complete	NZ_ABCW02000004.1:164688-163600
gene-BB_RS00035		7458	8315	complete	NZ_ABCW02000004.1:163539-162682
gene-BB_RS00040		8427	9197	complete	NZ_ABCW02000004.1:162570-161800
gene-BB_RS00045		9202	10206	complete	NZ_ABCW02000004.1:161795-160791
gene-BB_RS00050		10203	10577	complete	NZ_ABCW02000004.1:160794-160420
gene-BB_RS00055		10581	11420	complete	NZ_ABCW02000004.1:160416-159577
gene-BB_RS00060		11421	12161	complete	NZ_ABCW02000004.1:159576-158836
gene-BB_RS00065		12154	12753	complete	NZ_ABCW02000004.1:158843-158244
gene-BB_RS00070		12746	14728	complete	NZ_ABCW02000004.1:158251-156269
gene-BB_RS00075		14725	15345	complete	NZ_ABCW02000004.1:156272-155652
gene-BB_RS00080		15345	15716	complete	NZ_ABCW02000004.1:155652-155281
gene-BB_RS00085		15845	16804	complete	NZ_ABCW02000004.1:155152-154193
gene-BB_RS00090		16807	17787	complete	NZ_ABCW02000004.1:154190-153210
gene-BB_RS00095		17792	18304	complete	NZ_ABCW02000004.1:153205-152693
gene-BB_RS00100		18312	19979	complete	NZ_ABCW02000004.1:152685-151018
gene-BB_RS00105		20051	21083	complete	NZ_ABCW02000004.1:150946-149914
gene-BB_RS00110		21058	22101	complete	NZ_ABCW02000004.1:149939-148896
gene-BB_RS00115		22146	22739	complete	NZ_ABCW02000004.1:148851-148258
gene-BB_RS00120		22819	23958	complete	NZ_ABCW02000004.1:148178-147039
gene-BB_RS00125		23965	24696	complete	NZ_ABCW02000004.1:147032-146301
gene-BB_RS00130		24697	25602	complete	NZ_ABCW02000004.1:146300-145395
gene-BB_RS00135		25753	26391	complete	NZ_ABCW02000004.1:145244-144606
gene-BB_RS00140		26399	27448	complete	NZ_ABCW02000004.1:144598-143549
gene-BB_RS00145		27434	27865	complete	NZ_ABCW02000004.1:143563-143132
gene-BB_RS00150		27855	28490	complete	NZ_ABCW02000004.1:143142-142507
gene-BB_RS00155		28492	29472	complete	NZ_ABCW02000004.1:142505-141525
gene-BB_RS00160		29543	31015	complete	NZ_ABCW02000004.1:141454-139982
gene-BB_RS00165		31027	31479	complete	NZ_ABCW02000004.1:139970-139518
gene-BB_RS00170		31550	32089	complete	NZ_ABCW02000004.1:139447-138908
gene-BB_RS00175		32157	34037	complete	NZ_ABCW02000004.1:138840-136960
gene-BB_RS00180		34037	35836	complete	NZ_ABCW02000004.1:136960-135161
gene-BB_RS00185		35857	36609	complete	NZ_ABCW02000004.1:135140-134388
