ID or #		Start	End	Type	Contig
==================================================
NC_001318.1:1..910724		1	910724	partial	contig_1:1-904537
gene-BB_RS00005		105	677	complete	contig_1:11-583
gene-BB_RS00010		768	1796	complete	contig_1:674-1702
gene-BB_RS00015		1784	3249	complete	contig_1:1690-3155
gene-BB_RS00020		3395	5188	complete	contig_1:3301-5094
gene-BB_RS00025		5251	6306	complete	contig_1:5157-6212
gene-BB_RS00030		6309	7397	complete	contig_1:6215-7303
gene-BB_RS00035		7458	8315	complete	contig_1:7364-8221
gene-BB_RS00040		8427	9197	complete	contig_1:8333-9103
gene-BB_RS00045		9202	10206	complete	contig_1:9108-10112
gene-BB_RS00050		10203	10577	complete	contig_1:10109-10483
gene-BB_RS00055		10581	11420	complete	contig_1:10487-11326
gene-BB_RS00060		11421	12161	complete	contig_1:11327-12067
gene-BB_RS00065		12154	12753	complete	contig_1:12060-12659
gene-BB_RS00070		12746	14728	complete	contig_1:12652-14634
gene-BB_RS00075		14725	15345	complete	contig_1:14631-15251
gene-BB_RS00080		15345	15716	complete	contig_1:15251-15622
gene-BB_RS00085		15845	16804	complete	contig_1:15751-16710
gene-BB_RS00090		16807	17787	complete	contig_1:16713-17693
gene-BB_RS00095		17792	18304	complete	contig_1:17698-18210
gene-BB_RS00100		18312	19979	complete	contig_1:18218-19885
gene-BB_RS00105		20051	21083	complete	contig_1:19957-20989
gene-BB_RS00110		21058	22101	complete	contig_1:20964-22007
gene-BB_RS00115		22146	22739	complete	contig_1:22052-22645
gene-BB_RS00120		22819	23958	complete	contig_1:22725-23864
gene-BB_RS00125		23965	24696	complete	contig_1:23871-24602
gene-BB_RS00130		24697	25602	complete	contig_1:24603-25508
gene-BB_RS00135		25753	26391	complete	contig_1:25659-26297
gene-BB_RS00140		26399	27448	complete	contig_1:26305-27354
gene-BB_RS00145		27434	27865	complete	contig_1:27340-27771
gene-BB_RS00150		27855	28490	complete	contig_1:27761-28396
gene-BB_RS00155		28492	29472	complete	contig_1:28398-29378
gene-BB_RS00160		29543	31015	complete	contig_1:29449-30921
gene-BB_RS00165		31027	31479	complete	contig_1:30933-31385
gene-BB_RS00170		31550	32089	complete	contig_1:31456-31995
gene-BB_RS00175		32157	34037	complete	contig_1:32063-33943
gene-BB_RS00180		34037	35836	complete	contig_1:33943-35742
gene-BB_RS00185		35857	36609	complete	contig_1:35763-36515
gene-BB_RS00190		36606	38123	complete	contig_1:36512-38029
gene-BB_RS00195		38136	39638	complete	contig_1:38042-39544
gene-BB_RS00200		39826	40677	complete	contig_1:39732-40583
gene-BB_RS00205		40761	41432	complete	contig_1:40667-41338
gene-BB_RS00210		41443	42483	complete	contig_1:41349-42389
gene-BB_RS00215		42480	42881	complete	contig_1:42386-42787
gene-BB_RS00220		42907	45354	complete	contig_1:42813-45260
gene-BB_RS00225		45446	45991	complete	contig_1:45352-45897
gene-BB_RS00230		46011	46379	complete	contig_1:45917-46285
gene-BB_RS00235		46530	46601	complete	contig_1:46436-46507
rna-BB_RS00235		46530	46601	complete	contig_1:46436-46507
exon-BB_RS00235-1		46530	46601	complete	contig_1:46436-46507
