Missing OspC,Missing MLST,Missing Localiazed/Disseminated,,,,Missing RST
,,,,,,UMA1
,,,,,,UMA2
,,,,,,UMA3
,,,,,,UMA4
,,,,,,UMA5
UMA6,,,,,,UMA6
,,,,,,UMA7
,,,,,,UMA8
UMA9,,,,,,UMA9
UMA10,,,,,,UMA10
,,,,,,UMA11
UMA12,,,,,,UMA12
UMA13,,,,,,UMA13
,,,,,,UMA14
,,,,,,UMA15
,,,,,,UMA16
,,,,,,URI17
,,,,,,URI18
,,,,,,URI19
,,,,,,URI20
,,,,,,URI21
,,,,,,URI22
,,,,,,URI23
,URI24,,,,,URI24
ESI25,,,,,,ESI25
,,,,,,ESI26
ESI27,,,,,,ESI27
ESI28,ESI28,,,,,ESI28
,,,,,,UCT29
,,,,,,UCT30
,,,,,,UCT31
,,,,,,UCT32
,,,,,,URI33
,,,,,,URI34
,,,,,,UCT35
,,,,,,URI36
URI37,,,,,,URI37
URI38,,,,,,URI38
,,,,,,URI39
,,,,,,URI40
,,,,,,URI41
,,,,,,URI42
,,,,,,URI43
,,,,,,URI44
,URI45,,,,,URI45
,,,,,,URI46
,,,,,,URI47
,,,,,,URI48
,,,,,,URI49
,,,,,,UCT50
,,,,,,UCT51
,,,,,,URI52
,,,,,,URI53
,,,,,,URI54
,,,,,,URI55
,,,,,,URI56
URI57,,,,,,URI57
URI58,,,,,,URI58
URI59,,,,,,URI59
URI60,,,,,,URI60
,,,,,,URI61
,,,,,,UCT62
,,,,,,URI63
,,,,,,URI64
,,,,,,URI65
,,,,,,UCT66
,,,,,,URI67
,,,,,,URI68
,,,,,,UCT69
,,,,,,URI70
URI71,,,,,,URI71
,,,,,,URI72
,,,,,,UCT73
,,,,,,UCT74
,,,,,,URI75
,,,,,,UCT76
,,,,,,URI77
,,,,,,URI78
,,,,,,URI79
,URI80,,,,,URI80
,URI81,,,,,URI81
,,,,,,UCT82
,,,,,,UCT83
,,,,,,URI84
,,,,,,URI85
,,,,,,URI86
,URI87,,,,,URI87
,,,,,,URI88
,,,,,,URI89
,,,,,,URI90
,,,,,,URI91
,,,,,,UCT92
,,,,,,URI93
,,,,,,URI94
,UCT95,,,,,UCT95
,,,,,,UCT96
,,,,,,URI97
,,,,,,URI98
,,,,,,URI99
,,,,,,URI100
,,,,,,URI101
,,,,,,URI102
,,,,,,URI103
,,,,,,UCT104
,,,,,,URI105
,,,,,,UCT106
,,,,,,URI107
,,,,,,URI108
,,,,,,UCT109
,,,,,,UCT110
,,,,,,URI111
,,,,,,URI112
,,,,,,UCT113
,,,,,,URI114
,,,,,,UCT115
,,,,,,URI116
,,,,,,URI117
,,,,,,URI118
,,,,,,URI119
,,,,,,URI120
,,,,,,UCT121
,,,,,,URI122
,,,,,,
,,,,,,UCT124
,,,,,,URI125
,,,,,,URI126
,,,,,,UMA127
,,,,,,UMA128
,,,,,,UNY129
,,,,,,UNY130
,,,,,,UNY131
,,,,,,UNY132
,,,,,,UNY133
,,,,,,UNY134
,,,,,,UNY135
,,,,,,UNY136
,,,,,,UNY137
,,,,,,UNY138
,,,,,,UNY139
,,,,,,UNY140
,,,,,,UNY141
,,,,,,UNY142
,,,,,,UNY143
,,,,,,UNY144
,,,,,,UNY145
,,,,,,UNY146
,,,,,,UNY147
,,,,,,UNY148
,,,,,,UNY149
,,,,,,UNY150
,,,,,,UNY151
,,,,,,UNY152
,,,,,,UNY153
,,,,,,UNY154
,,,,,,UNY155
,,,,,,UNY156
,,,,,,UNY157
,,,,,,UNY158
,,,,,,UNY159
,,,,,,UNY160
,,,,,,UNY161
,,,,,,UNY162
,,,,,,UNY163
,,,,,,UNY164
,,,,,,UNY165
,,,,,,UNY166
,,,,,,UNY167
,,,,,,UNY168
,,,,,,UNY169
,,,,,,UNY170
,,,,,,UNY171
,,,,,,UNY172
,,,,,,UNY173
,,,,,,UNY174
,,,,,,UNY175
,,,,,,UNY176
,,,,,,UNY177
,,,,,,UNY178
,,,,,,UNY179
,,,,,,UNY180
,,,,,,UNY181
,,,,,,UNY182
,,,,,,UNY183
,,,,,,UNY184
,,,,,,UNY185
,,,,,,UNY186
,,,,,,UNY187
,,,,,,UNY188
,,,,,,UNY189
,,,,,,UNY190
,,,,,,UNY191
,,,,,,UNY192
,,,,,,UNY193
,,,,,,UNY194
,,,,,,UNY195
,,,,,,UNY196
,,,,,,UNY197
,,,,,,UNY198
,,,,,,UNY199
,,,,,,UNY200
,,,,,,UNY201
,,,,,,UNY202
,,,,,,UNY203
,,,,,,UNY204
,,,,,,UNY205
,,,,,,UNY206
,,,,,,UNY207
,,,,,,UNY208
,,,,,,UNY209
,,,,,,UNY210
,,,,,,UNY211
,,,,,,UNY212
,,,,,,UNY213
,,,,,,UNY214
,,,,,,UNY215
,,,,,,UNY216
,,,,,,UNY217
,,,,,,UNY218
,,,,,,URI219
,,,,,,UWI220
,,,,,,UWI221
,,,,,,UWI222
,,,,,,UWI223
,,,,,,UWI224
,,,,,,UWI225
,,,,,,UWI226
,,,,,,UWI227
,,,,,,UWI228
,,,,,,UWI229
,,,,,,UWI230
,,,,,,UWI231
,,,,,,UWI232
,,,,,,UWI233
,,,,,,UWI234
,,,,,,UWI235
,,,,,,UWI236
,,,,,,UWI237
,,,,,,UWI238
,,,,,,UWI239
,,,,,,UWI240
,,,,,,UWI241
,,,,,,UWI242
,,,,,,UWI243
,,,,,,UWI244
,,,,,,UWI245
,,,,,,UWI246
,,,,,,UWI247
,,,,,,UWI248
,,,,,,UWI249
,,,,,,UWI250
,,,,,,UWI251
,,,,,,UWI252
,,,,,,UWI253
,,,,,,UWI254
,,,,,,UWI255
,,,,,,UWI256
,,,,,,UWI257
,,,,,,UWI258
,,,,,,UWI259
,,,,,,UWI260
,,,,,,UWI261
,,,,,,UWI262
,,,,,,UWI263
,,,,,,UWI264
,,,,,,UWI265
,,,,,,UWI266
,,,,,,UWI267
,,,,,,UWI268
,,,,,,UWI269
,,,,,,UWI270
,,,,,,UWI271
,,,,,,UWI272
,,,,,,UWI273
,,,,,,UWI274
,,,,,,UWI275
,,,,,,UWI276
,,,,,,UWI277
,,,,,,UWI278
,,,,,,UWI279
,,,,,,UWI280
,,,,,,UWI281
,,,,,,UWI282
,,,,,,UWI283
ESI284,ESI284,,,,,ESI284
,,,,,,ESI285
,,,,,,ESI286
,,,,,,ESI287
ESI288a,ESI288a,,,,,ESI288a
,,,,,,
ESI289,ESI289,,,,,ESI289
,,,,,,ESI290
,,,,,,ESI291
,,,,,,ESI292
ESI293,ESI293,,,,,ESI293
,,,,,,ESI294
ESI295,ESI295,,,,,ESI295
ESI296,ESI296,,,,,ESI296
,,,,,,ESI297
ESI289,,,,,,ESI298
,,,,,,ESI299
ESI300,ESI300,,,,,ESI300
ESI301,ESI301,,,,,ESI301
,,,,,,ESI302
,,,,,,ESI303
,,,,,,ESI304
,,,,,,ESI305
,,,,,,ESI306
,,,,,,ESI307
ESI308,ESI308,,,,,ESI308
ESI309,ESI309,,,,,ESI309
,,,,,,ESI310
,,,,,,ESI311
ESI312,ESI312,,,,,ESI312
,,,,,,ESI313
,,,,,,ESI314
,,,,,,ESI315
,,,,,,ESI316
,,,,,,ESI317
ESI318,ESI318,,,,,ESI318
,,,,,,ESI319
,,,,,,ESI320
ESI321,ESI321,,,,,ESI321
,,,,,,ESI322
,,,,,,ESI323
