gene_id	start	end	strand	protein_length	gene_description	hmmer_E_value/Estw_score	TAS_info	tasmania_hmm_cluster_id	HMM_ID	Process	operon_structure	pop_structure
>contig000001_124	122480	124135	-1	551	0	antitoxin	9.4e-07	0	TASMANIA.A11	A.36188	xxx9.4e-07xxxxxx	xxx9.4e-07xxxxxx
>contig000001_266	287739	288002	-1	87	0	family	0.00044	0	TASMANIA.T11	T.23429	xxxxxxxxxx0.00044xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx	xxxxxxxxxx0.00044xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
>contig000001_313	329092	329451	1	119	0	antitoxin	1.3e-07	0	TASMANIA.A116	A.58654	x1.3e-07	x1.3e-07
>contig000001_316	333449	334345	-1	298	0	RelE-like	toxic	0	of	a	xxtoxic	xxtoxic
>contig000001_33	29533	31005	1	490	0	toxin	of	0	II	toxin-antitoxin	ofx	ofx
>contig000001_418	450971	451753	-1	260	0	nuclease	domain	0	A	TASMANIA.A1	domain	domain
>contig000001_458	493982	494374	-1	130	0	domain	2.1e-07	0	TASMANIA.T89	T.19597	2.1e-07	2.1e-07
>contig000001_705	770988	771389	-1	133	0	nuclease	domain	0	A	TASMANIA.A67	xxxdomainx	xxxdomainx
>contig000003_60	48476	48949	1	157	0	recognition	MazE,	0	antitoxin"	3.1e-07	MazE,	MazE,
>contig000003_7	5349	6140	1	263	0	toxin	of	0	II	toxin-antitoxin	of	of
>contig000014_25	20487	21002	1	171	0	family	5e-07	0	TASMANIA.A21	A.65653	5e-07	5e-07
>contig000014_30	26729	27244	-1	171	0	family	5e-07	0	TASMANIA.A21	A.65653	5e-07	5e-07
>contig000015_13	11598	12812	-1	404	0	domain	3.5e-06	0	TASMANIA.T109	T.34729	3.5e-06x	3.5e-06x
>contig000016_2	802	1071	1	89	0	antitoxin	6.7e-06	0	TASMANIA.A11	A.21775	?x6.7e-06	?x6.7e-06
>contig000016_3	6194	6463	-1	89	0	antitoxin	6.7e-06	0	TASMANIA.A11	A.21775	6.7e-06x	6.7e-06x
